domain,block_type,doi,title,attempted_url
chemrxiv.org,403_forbidden,10.33774/chemrxiv-2021-xr3x5,Dipole Moment Calculations Using Multiconfiguration Pair-Density Functional Theory and Hybrid Multic,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/613eda3d27d90665ef85e626/original/dipole-moment-calculations-using-multiconfiguration-pair-density-functional-theory-and-hybrid-multiconfiguration-pair-density-functional-theory.pdf
dare.uva.nl,html_landing_page,10.1021/ja00050a038,Ab initio calculations on vibronic coupling in the lower triplet states of pyrimidine,https://dare.uva.nl/personal/pure/en/publications/abinitio-calculations-on-vibronic-coupling-in-the-lower-triplet-states-of-pyrimidine(c2d812be-293e-44b5-8a4d-36fdd120e271).html
dare.uva.nl,html_landing_page,10.1021/jp960013s,"Vibrational Spectra of <i>N</i>,<i>N</i>-Dimethylaniline and Its Radical Cation. An Interpretation B",https://dare.uva.nl/personal/pure/en/publications/vibrational-spectra-of-nndimethylaniline-and-its-radical-cation-an-interpretation-based-on-quantum-chemical-calculations(93fd8648-d65a-434c-963e-b93be78babc1).html
degruyter.com,html_landing_page,10.1351/pac-con-08-08-30,DNA nucleobase properties and photoreactivity: Modeling environmental effects,https://www.degruyter.com/document/doi/10.1351/PAC-CON-08-08-30/pdf
degruyter.com,html_landing_page,10.1351/pac-con-08-08-31,The role of pyrimidine nucleobase excimers in DNA photophysics and photoreactivity,https://www.degruyter.com/document/doi/10.1351/PAC-CON-08-08-31/pdf
degruyter.com,html_landing_page,10.1351/pac-con-09-10-29,Electronic structure of higher acenes and polyacene: The perspective developed by theoretical analys,https://www.degruyter.com/document/doi/10.1351/PAC-CON-09-10-29/pdf
degruyter.com,html_landing_page,10.1351/pac-con-12-06-03,Multiscale modeling of solvation in chemical and biological nanosystems and in nanoporous materials,https://www.degruyter.com/document/doi/10.1351/PAC-CON-12-06-03/pdf
degruyter.com,html_landing_page,10.1515/ntrev-2015-0006,Theoretical study with dipole moment calculation of new electronic states of the molecule BF,http://www.degruyter.com/downloadpdf/j/ntrev.2016.5.issue-3/ntrev-2015-0006/ntrev-2015-0006.xml
degruyter.com,html_landing_page,10.2478/s11534-012-0137-5,Theoretical study of highly-excited states of KRb molecule,https://www.degruyter.com/document/doi/10.2478/s11534-012-0137-5/pdf
degruyter.com,html_landing_page,10.2478/s11534-013-0174-8,Ab initio studies of two pyrimidine derivatives as possible photo-switch systems,https://www.degruyter.com/document/doi/10.2478/s11534-013-0174-8/pdf
digital.library.unt.edu,html_landing_page,10.1021/jp111311k,Photoelectron Spectroscopic Study of the Oxyallyl Diradical,https://digital.library.unt.edu/ark:/67531/metadc71811/m2/1/high_res_d/jp111311k.pdf
digital.library.unt.edu,html_landing_page,10.12794/metadc822795,The Impact of Computational Methods on Transition Metal-containing Species,https://digital.library.unt.edu/ark:/67531/metadc822795/m2/1/high_res_d/dissertation.pdf
digitalcollection.zhaw.ch,html_landing_page,10.1002/chir.10025,Molecular chirality and the fundamental symmetries of physics: Influence of parity violation on rovi,https://digitalcollection.zhaw.ch/handle/11475/4460
doi-org.ez67.periodicos.capes.gov.br,html_landing_page,10.1002/cptc.201900072,Photophysics of Emissive <sup>tz</sup>C[Isothiazolo‐Cytidine] and <sup>tz</sup>U[Isothiazolo‐Uridine,https://doi-org.ez67.periodicos.capes.gov.br/10.1002/cptc.201900072
doi.org,403_forbidden,10.1002/advs.75759,Quantifying Magnetic Anisotropy of Ferroelectric Fe(II) Square‐Pyramidal Systems Using Torque Magnet,https://doi.org/10.1002/advs.75759
doi.org,403_forbidden,10.1002/advs.76249,Phase‐Resolved Dual Control of Phenol Photodissociation at the Air–Water Interface From Structure‐Re,https://doi.org/10.1002/advs.76249
doi.org,403_forbidden,10.1002/ange.202513772,"Bicyclo[1.1.0]tetragerman‐2,4‐diid‐Diradikaloid",https://doi.org/10.1002/ange.202513772
doi.org,403_forbidden,10.1002/ange.202517979,Absolute Configuration Determination with Electronically Enhanced Vibrational Circular Dichroism,https://doi.org/10.1002/ange.202517979
doi.org,403_forbidden,10.1002/ange.202522076,Nutzen der 3d‐4f Koordination: Molekulares Quanten‐Feder‐Magnet‐Verhalten in axialen Ni <sub>2</sub>,https://doi.org/10.1002/ange.202522076
doi.org,403_forbidden,10.1002/anie.202215840,Fully Delocalized Mixed‐Valent Cu <sup>1.5</sup> Cu <sup>1.5</sup> Complex: Strong Cu‐Cu interaction,https://doi.org/10.1002/anie.202215840
doi.org,403_forbidden,10.1002/chem.202203449,Exchange Interactions and Magnetic Properties of a Molecular Mn<sub>18</sub>‐Ring Complex,https://doi.org/10.1002/chem.202203449
doi.org,403_forbidden,10.1002/qua.22565,Electronic structure and chemical bonding in the ground and low‐lying electronic states of Ta<sub>2<,http://doi.org/10.1002/qua.22565
doi.org,403_forbidden,10.1002/qua.22622,"Solvatochromic shift of the π → π* transition in all‐trans, cis‐13, cis‐11, cis‐9, and cis‐7 retinal",http://doi.org/10.1002/qua.22622
doi.org,403_forbidden,10.1002/qua.22779,A CASSCF/MRCI study of the low‐lying electronic states of the BeS molecule,http://doi.org/10.1002/qua.22779
doi.org,403_forbidden,10.1002/qua.22963,Electronic structure of the ground and low‐lying electronic states of MoB and MoB<sup>+</sup>,http://doi.org/10.1002/qua.22963
doi.org,403_forbidden,10.1002/qua.24933,"Active space and basis set effects in <scp>CASPT</scp>2 models of the 1,3‐butadiene‐ethene cycloaddi",https://doi.org/10.1002/qua.24933
doi.org,403_forbidden,10.1002/qua.26559,Simulating X‐ray absorption spectra with complete active space self‐consistent field linear response,https://doi.org/10.1002/qua.26559
doi.org,403_forbidden,10.1002/qua.27019,Aufbau principle and <scp>singlet‐triplet</scp> gap in spherical Hooke atoms,https://doi.org/10.1002/qua.27019
doi.org,403_forbidden,10.1002/vjch.201800034,An investigation on the electronic structures of diatomic VSi<sup>0/−/+</sup> clusters by CASSCF/CAS,https://doi.org/10.1002/vjch.201800034
doi.org,403_forbidden,10.1021/acs.jctc.6b01149,Insights into the Complex Photophysics and Photochemistry of the Simplest Nitroaromatic Compound: A ,https://doi.org/10.1021/acs.jctc.6b01149
doi.org,403_forbidden,10.1021/acs.jpcc.4c06912,A Combined Experimental and Computational Study on the Broadening Mechanism of the Luminescence in N,https://doi.org/10.1021/acs.jpcc.4c06912
doi.org,403_forbidden,10.1021/acsomega.5c10105,Electronic Structure and Laser-Cooling Prospects of the AlCd Molecule: A Theoretical Study Including,https://doi.org/10.1021/acsomega.5c10105
doi.org,403_forbidden,10.1021/ct5003175,Relaxation Mechanisms of 5-Azacytosine,http://doi.org/10.1021/ct5003175
doi.org,403_forbidden,10.1021/jacs.5b05739,A Trigonal Prismatic Mononuclear Cobalt(II) Complex Showing Single-Molecule Magnet Behavior,https://doi.org/10.1021/jacs.5b05739
doi.org,403_forbidden,10.1021/jacs.6b08661,Spectroscopic and Computational Investigations of a Mononuclear Manganese(IV)-Oxo Complex Reveal Ele,https://doi.org/10.1021/jacs.6b08661
doi.org,403_forbidden,10.1021/jacs.7b10714,Measurement of Magnetic Exchange in Asymmetric Lanthanide Dimetallics: Toward a Transferable Theoret,https://doi.org/10.1021/jacs.7b10714
doi.org,403_forbidden,10.1021/jacs.7b11535,Synthesis and Electronic Structures of Heavy Lanthanide Metallocenium Cations,https://doi.org/10.1021/jacs.7b11535
doi.org,403_forbidden,10.1021/jp045614v,Singlet Excited-State Dynamics of 5-Fluorocytosine and Cytosine:  An Experimental and Computational ,http://doi.org/10.1021/jp045614v
doi.org,403_forbidden,10.1021/jp200297z,On the Relaxation Mechanisms of 6-Azauracil,http://doi.org/10.1021/jp200297z
doi.org,403_forbidden,10.1021/jp204497p,"Excited Electronic States, Transition Probabilities, and Radiative Lifetimes of CAs: A Theoretical C",http://doi.org/10.1021/jp204497p
doi.org,403_forbidden,10.1021/jp300583h,On the Deactivation Mechanisms of Adenine–Thymine Base Pair,http://doi.org/10.1021/jp300583h
doi.org,403_forbidden,10.1021/jp3091599,On the Mechanisms of Triplet Excited State Population in 8-Azaadenine,http://doi.org/10.1021/jp3091599
doi.org,403_forbidden,10.1021/jp403508v,On The Population of Triplet Excited States of 6-Aza-2-Thiothymine,http://doi.org/10.1021/jp403508v
doi.org,403_forbidden,10.13140/rg.2.2.30611.64807,Profunctor-CASSCF: A Category-Theoretic Formulation of Constrained CASSCF for Smooth Transition-Meta,https://doi.org/10.13140/rg.2.2.30611.64807
doi.org,403_forbidden,10.17632/yr9trm7ysx,"ArC+ (ionized argon carbide) potential curves, SA-CASSCF/MRACPF2a",https://doi.org/10.17632/yr9trm7ysx
doi.org,403_forbidden,10.17632/yr9trm7ysx.1,"ArC+ (ionized argon carbide) potential curves, SA-CASSCF/MRACPF2a",https://doi.org/10.17632/yr9trm7ysx.1
doi.org,403_forbidden,10.2139/ssrn.4264280,Sulfur-Containing Radical Anions Formed by Photolysis of Thiosulfate: Quantum-Chemical Analysis,https://doi.org/10.2139/ssrn.4264280
doi.org,403_forbidden,10.2139/ssrn.5245276,Unveiling the Ring-Deformation-Driven Photostability of Isolated G-C Base Pair: A Caspt2//Casscf and,https://doi.org/10.2139/ssrn.5245276
doi.org,403_forbidden,10.2139/ssrn.5360362,"Synthesis, Structure and Magnetic Properties of the Monocapped 3d-Metal(Ii) Tris-N,S-Heterocyclooxim",https://doi.org/10.2139/ssrn.5360362
doi.org,403_forbidden,10.2139/ssrn.5396713,The Synthesis and Magnetic Properties of Tetranuclear Heterometallic {Criii2dyiii2} and {Mniii2lniii,https://doi.org/10.2139/ssrn.5396713
doi.org,403_forbidden,10.2139/ssrn.5766207,Axial Dy–O–Si Bond Angle Manipulation: An Avenue for Switching Single Molecule Magnet Performance,https://doi.org/10.2139/ssrn.5766207
doi.org,403_forbidden,10.2139/ssrn.5781607,Enhancing a Dual Anion Chemosensor through Structural Modifications: Theoretical Insights to Tune th,https://doi.org/10.2139/ssrn.5781607
doi.org,403_forbidden,10.2139/ssrn.6514832,Multi-Reference State Method Calculation of Energy Levels of Diamond NV Center Clusters,https://doi.org/10.2139/ssrn.6514832
doi.org,403_forbidden,10.2139/ssrn.6712643,Spectral-Law-Constrained Exchange--Correlation fromHigher-Categorical Integrability:A Systematic Num,https://doi.org/10.2139/ssrn.6712643
doi.org,403_forbidden,10.2139/ssrn.6814820,How atoms bind together to form ground state benzene: an ab initio study,https://doi.org/10.2139/ssrn.6814820
doi.org,403_forbidden,10.2139/ssrn.6816223,Conical intersections between the two lowest shape resonances for solvated nucleobase anions,https://doi.org/10.2139/ssrn.6816223
doi.org,403_forbidden,10.2139/ssrn.7073622,"How atoms bind together to form ground state benzene:,an ab initio study",https://doi.org/10.2139/ssrn.7073622
doi.org,403_forbidden,10.26434/chemrxiv-2021-3p2sx,Excited States of Crystalline Point Defects with Multireference Density Matrix Embedding Theory,https://doi.org/10.26434/chemrxiv-2021-3p2sx
doi.org,403_forbidden,10.26434/chemrxiv-2021-h3qk7,Deciphering the role of anions and secondary coordination sphere in tuning anisotropy in Dy(III) air,https://doi.org/10.26434/chemrxiv-2021-h3qk7
doi.org,403_forbidden,10.26434/chemrxiv-2021-pjvv1-v3,Machine-Learned Energy Functionals for Strongly Correlated Systems,https://doi.org/10.26434/chemrxiv-2021-pjvv1-v3
doi.org,403_forbidden,10.26434/chemrxiv-2021-xr3x5,Dipole Moment Calculations Using Multiconfiguration Pair-Density Functional Theory and Hybrid Multic,https://doi.org/10.26434/chemrxiv-2021-xr3x5
doi.org,403_forbidden,10.26434/chemrxiv-2024-363tw,Exploring the computational aspects of propyleneoligomerization catalysis using Fe2M typetrimetallic,https://doi.org/10.26434/chemrxiv-2024-363tw
doi.org,403_forbidden,10.26434/chemrxiv-2025-gbcfl-v2,Decomposition of magnetic coupling in µ-oxo-bridged metal complexes,https://doi.org/10.26434/chemrxiv-2025-gbcfl-v2
doi.org,403_forbidden,10.26434/chemrxiv-2025-h2pbh,Mechanistic Investigations on the role of Excited state Aromaticity during Photochemical Ring Openin,https://doi.org/10.26434/chemrxiv-2025-h2pbh
doi.org,403_forbidden,10.26434/chemrxiv-2025-n2c9l,MC25: An Accurate Meta Pair-Density Functional for Multiconfiguration Pair-Density Functional Theory,https://doi.org/10.26434/chemrxiv-2025-n2c9l
doi.org,403_forbidden,10.26434/chemrxiv-2025-nd968,Complete Active Space Self-Consistent Field with GPU-Accelerated Density Fitting,https://doi.org/10.26434/chemrxiv-2025-nd968
doi.org,403_forbidden,10.26434/chemrxiv.10059809,Ligand Redox Non-Innocence in [Coᴵᴵᴵ(TAML)]0/‒ Complexes Affects Nitrene Formation,https://doi.org/10.26434/chemrxiv.10059809
doi.org,403_forbidden,10.26434/chemrxiv.11369841,Automation of Active Space Selection for Multireference Methods via Machine Learning on Chemical Bon,https://doi.org/10.26434/chemrxiv.11369841
doi.org,403_forbidden,10.26434/chemrxiv.11369841.v1,Automation of Active Space Selection for Multireference Methods via Machine Learning on Chemical Bon,https://doi.org/10.26434/chemrxiv.11369841.v1
doi.org,403_forbidden,10.26434/chemrxiv.11472627,Electronically Asynchronous Transition States for C-N Bond Formation by Electrophilic [Coᴵᴵᴵ(TAML)]-,https://doi.org/10.26434/chemrxiv.11472627
doi.org,403_forbidden,10.26434/chemrxiv.11828256,Hole-Hole Tamm-Dancoff-Approximated Density Functional Theory: A Highly Efficient Electronic Structu,https://doi.org/10.26434/chemrxiv.11828256
doi.org,403_forbidden,10.26434/chemrxiv.11828256.v1,Hole-Hole Tamm-Dancoff-Approximated Density Functional Theory: A Highly Efficient Electronic Structu,https://doi.org/10.26434/chemrxiv.11828256.v1
doi.org,403_forbidden,10.26434/chemrxiv.12385940,"Multiconfigurational Static and Dynamic Calculations Explain Tricyclo[4,2,0,02,5]octa-3,7-diene Phot",https://doi.org/10.26434/chemrxiv.12385940
doi.org,403_forbidden,10.26434/chemrxiv.12403124,Breaching the Axial Limits in Ln(III) Single-Ion Magnets Using External Electric Field,https://doi.org/10.26434/chemrxiv.12403124
doi.org,403_forbidden,10.26434/chemrxiv.12411125,"Chemical insights into the electronic structure of Fe(II) porphyrin using FCIQMC, DMRG, and generali",https://doi.org/10.26434/chemrxiv.12411125
doi.org,403_forbidden,10.26434/chemrxiv.12457709,Energetic Degeneracy and Electronic Structures of Germanium Trimers Doped with Titanium,https://doi.org/10.26434/chemrxiv.12457709
doi.org,403_forbidden,10.26434/chemrxiv.12605333,Ligand-Mediated Spin State Changes in a Cobalt-Dipyrrin-Bisphenol Complex,https://doi.org/10.26434/chemrxiv.12605333
doi.org,403_forbidden,10.26434/chemrxiv.12776222.v2,First Principle Investigations of Long-range Magnetic Exchange Interactions via Polyacene Coupler,https://doi.org/10.26434/chemrxiv.12776222.v2
doi.org,403_forbidden,10.26434/chemrxiv.12917930.v1,An Algorithm to Correct for the CASSCF Active Space in Multiscale QM/MM Calculations Based on Geomet,https://doi.org/10.26434/chemrxiv.12917930.v1
doi.org,403_forbidden,10.26434/chemrxiv.13110212.v1,First-Principles Investigations of Magnetic Anisotropy and Spin-Crossover Behavior of Fe(III)-TBP Co,https://doi.org/10.26434/chemrxiv.13110212.v1
doi.org,403_forbidden,10.26434/chemrxiv.13302098,Isomerization and Fragmentation Reactions on the [C2SH4] Potential Energy Surface. The Metastable Th,https://doi.org/10.26434/chemrxiv.13302098
doi.org,403_forbidden,10.26434/chemrxiv.13317902,A Theoretical Stereoselectivity Model of Photochemical Denitrogenations of Diazoalkanes Towards Stra,https://doi.org/10.26434/chemrxiv.13317902
doi.org,403_forbidden,10.26434/chemrxiv.13513881.v1,Auxiliary Atomic Relay Center Facilitates Enhanced Magnetic Couplings in Blatter’s Radical,https://doi.org/10.26434/chemrxiv.13513881.v1
doi.org,403_forbidden,10.26434/chemrxiv.14103740.v2,Electronic Structure of Ytterbium(III) Solvates – A Combined Spectro-scopic and Theoretical Study,https://doi.org/10.26434/chemrxiv.14103740.v2
doi.org,403_forbidden,10.26434/chemrxiv.14254289.v1,Revisiting the Electronic Structure of Cobalt-Porphyrin Nitrene and Carbene Radicals with NEVPT2-CAS,https://doi.org/10.26434/chemrxiv.14254289.v1
doi.org,403_forbidden,10.26434/chemrxiv.14420255.v1,Tuning the Magnetic Properties of Diamagnetic Di-Blatter’s Zwitterion to Antiferro- and Ferromagneti,https://doi.org/10.26434/chemrxiv.14420255.v1
doi.org,403_forbidden,10.26434/chemrxiv.14455983,Actinide Arene-Metalates: Ion Pairing Effects on the Electronic Structure of Unsupported Uranium-Are,https://doi.org/10.26434/chemrxiv.14455983
doi.org,403_forbidden,10.26434/chemrxiv.14524977.v1,A Theoretical Approach to Demystify the Role of Copper Salts and O2 in the Mechanism of C-N Bond Cle,https://doi.org/10.26434/chemrxiv.14524977.v1
doi.org,403_forbidden,10.26434/chemrxiv.14781855,[Co(TPP)]–Catalyzed Carbene Transfer from Acceptor–Acceptor Iodonium Ylides via N-enolate Carbene Ra,https://doi.org/10.26434/chemrxiv.14781855
doi.org,403_forbidden,10.26434/chemrxiv.15000425/v1,Insights into the Redox Landscape of Polyoxovanadate-Alkoxide Species,https://doi.org/10.26434/chemrxiv.15000425/v1
doi.org,403_forbidden,10.26434/chemrxiv.15000921/v2,Automated Active Space Selection with CASCI Dipole Moments,https://doi.org/10.26434/chemrxiv.15000921/v2
doi.org,403_forbidden,10.26434/chemrxiv.15001263/v2,QENEX LAB: A Self-Contained Quantum Chemistry Platform with Reproducible Self-Assessed Compliance an,https://doi.org/10.26434/chemrxiv.15001263/v2
doi.org,403_forbidden,10.26434/chemrxiv.15003702/v1,Light-Controlled Qubit Coupling in Organic Diradicals Linked by an MR-TADF Emitter,https://doi.org/10.26434/chemrxiv.15003702/v1
doi.org,403_forbidden,10.26434/chemrxiv.15004034/v1,Magnetic anisotropy of tellurium(I) and selenium(I)† in a Li3N host crystal,https://doi.org/10.26434/chemrxiv.15004034/v1
doi.org,403_forbidden,10.26434/chemrxiv.15004889/v1,Excited state QM/MM simulations of far red fluorescent proteins show diverging electronic and physic,https://doi.org/10.26434/chemrxiv.15004889/v1
doi.org,403_forbidden,10.26434/chemrxiv.7195370.v1,On the Role of Valence and Semi-Core Electron Correlation on Spin-Gaps in Fe(II)-Porphyrins,https://doi.org/10.26434/chemrxiv.7195370.v1
doi.org,403_forbidden,10.26434/chemrxiv.7665620,Theoretical Investigations of Photoionization Efficiency of Naphthalene,https://doi.org/10.26434/chemrxiv.7665620
doi.org,403_forbidden,10.26434/chemrxiv.7665620.v1,Theoretical Investigations of Photoionization Efficiency of Naphthalene,https://doi.org/10.26434/chemrxiv.7665620.v1
doi.org,403_forbidden,10.26434/chemrxiv.8965973.v1,Spin State Ordering in Metal-Based Compounds Using the Localized Active Space Self-Consistent Field ,https://doi.org/10.26434/chemrxiv.8965973.v1
doi.org,403_forbidden,10.26434/chemrxiv.9108527.v1,A Heterogeneous CPU + GPU Algorithm for Variational Two-Electron Reduced-Density Matrix Driven Compl,https://doi.org/10.26434/chemrxiv.9108527.v1
doi.org,403_forbidden,10.26434/chemrxiv.9750872,"Relaxation Dynamics of Hydrated Thymine, Thymidine, and Thymidine Monophosphate Probed by Liquid Jet",https://doi.org/10.26434/chemrxiv.9750872
doi.org,403_forbidden,10.26434/chemrxiv.9750872.v1,"Relaxation Dynamics of Hydrated Thymine, Thymidine, and Thymidine Monophosphate Probed by Liquid Jet",https://doi.org/10.26434/chemrxiv.9750872.v1
doi.org,403_forbidden,10.26434/chemrxiv.9992402,Probing the Inverse Trans Influence in Americium and Lanthanide Tribromide Tris(tricyclohexylphosphi,https://doi.org/10.26434/chemrxiv.9992402
doi.org,403_forbidden,10.31635/ccschem.020.202000271,Degradation Mechanisms in Blue Organic Light-Emitting Diodes,https://doi.org/10.31635/ccschem.020.202000271
doi.org,403_forbidden,10.31635/ccschem.020.202000384,Manipulation of Molecular Qubits by Isotope Effect on Spin Dynamics,https://doi.org/10.31635/ccschem.020.202000384
doi.org,403_forbidden,10.31635/ccschem.020.202000489,A Molecular Crystal Shows Multiple Correlated Magnetic and Ferroelectric Switchings,https://doi.org/10.31635/ccschem.020.202000489
doi.org,403_forbidden,10.33774/chemrxiv-2021-pjvv1,Machine-Learned Functionals for Strongly Correlated Systems,https://doi.org/10.33774/chemrxiv-2021-pjvv1
doi.org,403_forbidden,10.33774/chemrxiv-2021-pjvv1-v2,Machine-Learned Energy Functionals for Strongly Correlated Systems,https://doi.org/10.33774/chemrxiv-2021-pjvv1-v2
doi.org,403_forbidden,10.33774/chemrxiv-2021-xtlzj,"Hydration dynamics gives the distinctive brown color in the ""brown ring"" nitrate test",https://doi.org/10.33774/chemrxiv-2021-xtlzj
doi.org,403_forbidden,10.3390/computation14010014,Ab Initio Computational Investigations of Low-Lying Electronic States of Yttrium Lithide and Scandiu,https://doi.org/10.3390/computation14010014
doi.org,403_forbidden,10.3390/magnetochemistry7090125,Low-Coordinate Dinuclear Dysprosium(III) Single Molecule Magnets Utilizing LiCl as Bridging Moieties,https://doi.org/10.3390/magnetochemistry7090125
doi.org,403_forbidden,10.7302/7363,Computational and Theoretical Advances in Accurately Modeling Molecular Wave Functions,https://doi.org/10.7302/7363
doi.org,html_landing_page,10.1007/978-3-031-51443-2_8,"Some “Special” Topics: (8.1) Solvation, (8.2) Singlet Diradicals, and (8.3) a Note on Heavy Atoms an",https://doi.org/10.1007/978-3-031-51443-2_8
doi.org,html_landing_page,10.1007/978-3-319-30916-3_8,"Some “Special” Topics: (Section 8.1) Solvation, (Section 8.2) Singlet Diradicals, (Section 8.3) A No",https://doi.org/10.1007/978-3-319-30916-3_8
doi.org,html_landing_page,10.1016/0166-1280(94)03888-r,"Calculations of the energies, geometries and vibrational frequencies of the ground and first excited",https://doi.org/10.1016/0166-1280(94)03888-r
doi.org,html_landing_page,10.1016/j.comptc.2024.114615,p-Phenylene bridge induced dual twisting and metameric impacts on molecular structure and dipole Mom,https://doi.org/10.1016/j.comptc.2024.114615
doi.org,html_landing_page,10.1016/j.cplett.2015.01.040,The low-lying electronic states of BeI: Accounting for spin–orbit effects on the energetic profile c,http://doi.org/10.1016/j.cplett.2015.01.040
doi.org,html_landing_page,10.1016/j.cplett.2017.12.030,"Electronic structure of mixed caesium actinide oxides Cs2AnO4 (An = U, Np, Pu, Am)",https://doi.org/10.1016/j.cplett.2017.12.030
doi.org,html_landing_page,10.1016/j.cplett.2018.09.055,The thermodynamic stability of strontium monohalides dications: A theoretical exploration of the ele,http://doi.org/10.1016/j.cplett.2018.09.055
doi.org,html_landing_page,10.1016/j.cplett.2025.142281,Nitranion as intermediate in the decomposition of azides electrocatalytically synthesized. A CASSCF ,https://doi.org/10.1016/j.cplett.2025.142281
doi.org,html_landing_page,10.1016/j.ica.2025.123037,Magnetic and EPR spectroscopic studies of heterometallic rings featuring {Cr6} chains and rare-earth,https://doi.org/10.1016/j.ica.2025.123037
doi.org,html_landing_page,10.1016/j.jms.2013.10.007,A theoretical contribution to the characterization of the low-lying electronic states of BeBr includ,http://doi.org/10.1016/j.jms.2013.10.007
doi.org,html_landing_page,10.1016/j.jqsrt.2024.108924,Ab initio calculations on spectroscopic and transition properties of NaHe including spin-orbit coupl,https://doi.org/10.1016/j.jqsrt.2024.108924
doi.org,html_landing_page,10.1016/j.mtchem.2022.100794,A metal-organic framework based on Co(II) and 3-aminoisonicotinate showing specific and reversible c,https://doi.org/10.1016/j.mtchem.2022.100794
doi.org,html_landing_page,10.1016/j.omx.2022.100188,"The d-d transitions and ligand field parameters for Cr3+/Co2+ doped (Mg, Zn)Al2O4: Multi-reference A",https://doi.org/10.1016/j.omx.2022.100188
doi.org,html_landing_page,10.1016/j.procs.2014.05.125,Exploring the Conical Intersection Seam in Cytosine: A DFT and CASSCF Study,https://doi.org/10.1016/j.procs.2014.05.125
doi.org,html_landing_page,10.1016/j.tet.2025.134583,"The photochemical isomerization of 2-picoline N-oxide, 4,6-dimethylpyrimidine N-oxide and 2-methoxyp",https://doi.org/10.1016/j.tet.2025.134583
doi.org,html_landing_page,10.1021/jacs.5c11362,A Stable Radical in Cationic Dinuclear Rare-Earth Triple-Decker Complexes Featuring Switchable Magne,https://doi.org/10.5445/ir/1000187295
doi.org,html_landing_page,10.1039/d0sc04871b,Holmium( <scp>iii</scp> ) molecular nanomagnets for optical thermometry exploring the luminescence r,https://doi.org/10.1039/d0sc04871b
doi.org,html_landing_page,10.1039/d6dt00621c,"Disentangling anisotropy and exchange in Co(NCX) <sub>2</sub> (X = S, Se) chains <i>via</i> THz-EPR ",https://doi.org/10.1039/d6dt00621c
doi.org,html_landing_page,10.1063/1.4993648,"Theoretical electronic structure of the cadmium monohalide molecules CdX (X = F, Cl, Br, I)",https://doi.org/10.1063/1.4993648
doi.org,html_landing_page,10.1063/5.0076010,HAB79: A new molecular dataset for benchmarking DFT and DFTB electronic couplings against high-level,https://doi.org/10.1063/5.0076010
doi.org,html_landing_page,10.1088/1361-6455/ad9a2f,A multimass velocity-map and covariance-map imaging study of the dissociative electron ionisation dy,https://doi.org/10.1088/1361-6455/ad9a2f
doi.org,html_landing_page,10.1088/1367-2630/abd50d,Laser cooling and electronic structure studies of CaK and its ions CaK<sup>±</sup>,https://doi.org/10.1088/1367-2630/abd50d
doi.org,html_landing_page,10.1088/1402-4896/ae5035,"Accurate potential energy curves and spectroscopic properties of the X <sup>3</sup> Σ <sup>−</sup> ,",https://doi.org/10.1088/1402-4896/ae5035
doi.org,html_landing_page,10.1088/1674-1056/ac80af,Theoretical investigation on the fluorescent sensing mechanism for recognizing formaldehyde: TDDFT c,https://doi.org/10.1088/1674-1056/ac80af
doi.org,html_landing_page,10.1088/1742-6596/1258/1/012033,Theoretical electronic structure with rovibrational and dipole moment calculation of the SiS Molecul,https://doi.org/10.1088/1742-6596/1258/1/012033
doi.org,html_landing_page,10.1088/1742-6596/1258/1/012034,Theoretical electronic structure with rovibrational and dipole moment calculation of SiN Molecule,https://doi.org/10.1088/1742-6596/1258/1/012034
doi.org,html_landing_page,10.1088/1742-6596/46/1/032,Scalable correlated electronic structure theory,https://doi.org/10.1088/1742-6596/46/1/032
doi.org,html_landing_page,10.1088/1742-6596/61/1/051,Electronic structures of one-dimension carbon nano wires and rings,https://doi.org/10.1088/1742-6596/61/1/051
doi.org,html_landing_page,10.1088/1755-1315/358/3/032038,Understanding the inconsistency between mechanism and rate constants of acetylene ozonolysis,https://doi.org/10.1088/1755-1315/358/3/032038
doi.org,html_landing_page,10.1088/2399-6528/aac3f8,"Electronic structure with dipole moment calculations of the high-lying electronic states of BeH, MgH",https://doi.org/10.1088/2399-6528/aac3f8
doi.org,html_landing_page,10.1093/mnras/stag985,ExoMol line lists – LXX. The CO fourth positive band system,https://doi.org/10.1093/mnras/stag985
doi.org,html_landing_page,10.12688/openreseurope.14073.1,"Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) ra",https://doi.org/10.12688/openreseurope.14073.1
doi.org,html_landing_page,10.12795/11441/175832,Dataset relative to a theoretical study of the potential as molecular quantum-dot cellular automata ,https://doi.org/10.12795/11441/175832
doi.org,html_landing_page,10.1364/oe.416106,Multi-reference ab initio calculations of Hg spectral data and analysis of magic and zero-magic wave,https://doi.org/10.1364/oe.416106
doi.org,html_landing_page,10.14279/depositonce-7710,Computation of NMR shifts for paramagnetic solids,https://doi.org/10.14279/depositonce-7710
doi.org,html_landing_page,10.14469/hpc/4520,"HDA-2+4 mechanism, TS1, cis + HCl, p=NH2 CASSCF(12,12) -1318.29262",https://doi.org/10.14469/hpc/4520
doi.org,html_landing_page,10.17028/rd.lboro.30665393,Research Data for: Accurate Energies for ππ* Excited States via Exchange Scaling: the XS-CASSF metho,https://doi.org/10.17028/rd.lboro.30665393
