entry_id,structure_file,structure_provenance,compound_name,system_class,formula,metal_center,metal_ox_state,d_electron_count,ligand_set,point_group,geometry_source,method,software,basis_set,relativistic_treatment,soc_included,ss_included,active_space_nel,active_space_norb,active_space_orbital_description,active_space_protocol,multiplicities_studied,nroots_per_mult,ground_state_mult,electronic_structure_description,Other,reference_short,reference_doi,year,notes,correlation_correction,entry_type,mining_model,open_access
W1977272399-a,,,cyclopentane-truncated indoline donor unit D (biphenyl-vinyl twisting model),molecule,,none,,,,Cs for the twisted excited-state optimization and CASPT2 pyramidalization scan; no symmetry constraint for the ground-state minimum,The full donor and cyclopentane-truncated model ground-state structures were optimized without symmetry at B3LYP/6-31G(d). The modified model's lowest 1A' state was optimized at a 90-degree twisted starting geometry under Cs symmetry. CASPT2 energies were scanned along the pyramidalization angle with all other internals fixed at that optimized 1A' geometry; the scan is explicitly not a minimum-energy or reaction path.,CASSCF/CASPT2 potential-energy scans of the lowest ionic 1A' and biradical 1A'' singlet states along ethylene pyramidalization; RASSCF natural occupations used to select the enlarged active space; B3LYP/TDDFT geometry and spectral calculations as ancillary work,"MOLCAS 7.6 for CASSCF, RASSCF, and CASPT2; Gaussian 09 revision A.02 for B3LYP and TDDFT",ANO-S-VDZP for CASSCF/CASPT2; 6-31G(d) for B3LYP and TDDFT,,no,no,10,10,"Ten pi and pi-star natural orbitals delocalized over the biphenyl-vinyl group, comprising five orbitals of a' symmetry and five of a'' symmetry. The minimal CAS(2e,2o) used one pi-type orbital of each symmetry, mainly localized on the two ethylene carbon atoms with some delocalization onto the conjugated biphenyl and phenyl moieties.","CASPT2(2e,2o) minimal qualitative space with one a' and one a'' ethylene-centered pi orbital; RASSCF natural-occupation analysis; CASPT2(10e,10o) validation space with ten biphenyl-vinyl pi/pi-star orbitals, five per irreducible representation",1,lowest ionic 1A' state and lowest biradical 1A'' state,1,"At large pyramidalization angles the S0 state is biradical 1A'' and S1 is ionic 1A'; the ionic state becomes lower as pyramidalization increases toward smaller tau. CASPT2(2,2) locates their conical intersection at ethylene torsion phi=96 degrees and pyramidalization tau approximately 100 degrees, and CASPT2(10,10) confirms a CI region near tau approximately 100 degrees. CASPT2(10,10) gives a flat S1 surface over tau=140-180 degrees with relative energies below 0.05 eV (1 kcal mol-1), supporting radiationless twisting decay.","CASPT2 used the original MOLCAS zeroth-order Hamiltonian, frozen core, and a 0.2 au imaginary level shift. The minimal-space energy-gap-law estimates are 0.4-2.6 ps over tau=180-140 degrees and 70 fs at tau=120 degrees with a 0.29 eV S1 barrier relative to the 1A' minimum; the CAS(10,10) flat-region estimate is 1.2-11 ps. B3LYP optimized central C-C/phi/tau values are 1.360 A/9 degrees/178 degrees at the unconstrained ground minimum and 1.463 A/96 degrees/165 degrees at the Cs ionic 1A' minimum. Experimentally, isolated donor D shows approximately 3.5 and 23 ps decay components, while rigid PMMA gives 1 ns (38%) and 2.5 ns (62%), consistent with suppressing the twist.",Ultrafast Twisting of the Indoline Donor Unit Utilized in Solar Cell Dyes: Experimental and Theoretical Studies,10.1021/jp505649s,2015,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all 11 article pages and all four SI pages, including every experimental protocol and transient/steady-state result, the full multireference method, orbital and PEH figures, all five main tables, all six SI figures and Table S1, conclusions, and references. SI file MD5: 15d7089bc4d64a387d78133e6a0287d0. The row is explicitly for the cyclopentane-truncated donor model used in the CASPT2 calculations, not the full D molecule or complete dyes. The final CAS(10e,10o) pair and the earlier CAS(2e,2o) construction are explicit; the exact RASSCF partition used only for orbital selection is not reported and was not inferred. No Cartesian coordinate block is supplied in the article or SI, so no structure was reconstructed from rendered molecular images or three internal coordinates.",CASPT2,llm_mining,gpt-5.6,no
W1977335808-a,,,lithium hydride,molecule,LiH,none,,,,,Sixteen CAS-BCCC4 points around the equilibrium distance were fitted to a cubic potential; dissociation energy used the energy at 20 A relative to the fitted equilibrium.,"CASSCF(2,2)-referenced block-correlated coupled cluster truncated through four-block correlations (CAS-BCCC4) for the ground-state dissociation curve; T2C external single excitations neglected",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"6-311G++(3df,3p), using six Cartesian d-like and ten Cartesian f-like functions",,no,no,2,2,bonding sigma and antibonding sigma-star orbitals of the single bond,"CASSCF(2e,2o) orbitals and many-electron block states supplied the reference; CAS-BCCC4 then correlated up to four blocks with T2C omitted",1,,1,"From Table 1, CAS-BCCC4 gives Re=1.594 A, De=56.9 kcal mol-1, and omega_e=1417 cm-1 by arithmetic combination of the stated experimental benchmarks (1.596 A, 57.7 kcal mol-1, 1406 cm-1) and signed deviations (-0.002 A, -0.8 kcal mol-1, +11 cm-1).","CAS-BCCC4 scales as N^6. Across all seven diatomics the reported mean absolute errors are 0.008 A in Re, 3.7 kcal mol-1 in De, and 22 cm-1 in omega_e.",Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The CASSCF(2e,2o) sigma/sigma-star space and all numerical fitting details are explicit. Absolute CAS-BCCC4 constants above are permitted arithmetic restatements of Table 1's benchmark plus signed-error format. No Cartesian coordinate block is supplied. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-b,,,hydrogen fluoride,molecule,HF,none,,,,,Sixteen CAS-BCCC4 points around the equilibrium distance were fitted to a cubic potential; dissociation energy used the energy at 20 A relative to the fitted equilibrium.,"CASSCF(2,2)-referenced block-correlated coupled cluster truncated through four-block correlations (CAS-BCCC4) for the ground-state dissociation curve; T2C external single excitations neglected",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"6-311G++(3df,3p), using six Cartesian d-like and ten Cartesian f-like functions",,no,no,2,2,bonding sigma and antibonding sigma-star orbitals of the single bond,"CASSCF(2e,2o) orbitals and many-electron block states supplied the reference; CAS-BCCC4 then correlated up to four blocks with T2C omitted",1,,1,"From Table 1, CAS-BCCC4 gives Re=0.915 A, De=136.5 kcal mol-1, and omega_e=4173 cm-1 by arithmetic combination of the stated benchmarks (0.917 A, 141.3 kcal mol-1, 4138 cm-1) and signed deviations (-0.002 A, -4.8 kcal mol-1, +35 cm-1).","CAS-BCCC4 scales as N^6. Across all seven diatomics the reported mean absolute errors are 0.008 A in Re, 3.7 kcal mol-1 in De, and 22 cm-1 in omega_e.",Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The CASSCF(2e,2o) sigma/sigma-star space and all numerical fitting details are explicit. Absolute CAS-BCCC4 constants are permitted arithmetic restatements of Table 1's benchmark plus signed-error format. No Cartesian coordinate block is supplied. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-c,,,hydrogen chloride,molecule,HCl,none,,,,,Sixteen CAS-BCCC4 points around the equilibrium distance were fitted to a cubic potential; dissociation energy used the energy at 20 A relative to the fitted equilibrium.,"CASSCF(2,2)-referenced block-correlated coupled cluster truncated through four-block correlations (CAS-BCCC4) for the ground-state dissociation curve; T2C external single excitations neglected",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"6-311G++(3df,3p), using six Cartesian d-like and ten Cartesian f-like functions",,no,no,2,2,bonding sigma and antibonding sigma-star orbitals of the single bond,"CASSCF(2e,2o) orbitals and many-electron block states supplied the reference; CAS-BCCC4 then correlated up to four blocks with T2C omitted",1,,1,"From Table 1, CAS-BCCC4 gives Re=1.277 A, De=104.0 kcal mol-1, and omega_e=2995 cm-1 by arithmetic combination of the stated benchmarks (1.275 A, 106.4 kcal mol-1, 2991 cm-1) and signed deviations (+0.002 A, -2.4 kcal mol-1, +4 cm-1).","CAS-BCCC4 scales as N^6. Across all seven diatomics the reported mean absolute errors are 0.008 A in Re, 3.7 kcal mol-1 in De, and 22 cm-1 in omega_e.",Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The CASSCF(2e,2o) sigma/sigma-star space and all numerical fitting details are explicit. Absolute CAS-BCCC4 constants are permitted arithmetic restatements of Table 1's benchmark plus signed-error format. No Cartesian coordinate block is supplied. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-d,,,dilithium,molecule,Li2,none,,,,,Sixteen CAS-BCCC4 points around the equilibrium distance were fitted to a cubic potential; dissociation energy used the energy at 20 A relative to the fitted equilibrium.,"CASSCF(2,2)-referenced block-correlated coupled cluster truncated through four-block correlations (CAS-BCCC4) for the ground-state dissociation curve; T2C external single excitations neglected",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"6-311G++(3df,3p), using six Cartesian d-like and ten Cartesian f-like functions",,no,no,2,2,bonding sigma and antibonding sigma-star orbitals of the single bond,"CASSCF(2e,2o) orbitals and many-electron block states supplied the reference; CAS-BCCC4 then correlated up to four blocks with T2C omitted",1,,1,"From Table 1, CAS-BCCC4 gives Re=2.652 A, De=24.2 kcal mol-1, and omega_e=355 cm-1 by arithmetic combination of the stated benchmarks (2.673 A, 24.4 kcal mol-1, 351 cm-1) and signed deviations (-0.021 A, -0.2 kcal mol-1, +4 cm-1).","CAS-BCCC4 scales as N^6. Across all seven diatomics the reported mean absolute errors are 0.008 A in Re, 3.7 kcal mol-1 in De, and 22 cm-1 in omega_e.",Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The CASSCF(2e,2o) sigma/sigma-star space and all numerical fitting details are explicit. Absolute CAS-BCCC4 constants are permitted arithmetic restatements of Table 1's benchmark plus signed-error format. No Cartesian coordinate block is supplied. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-e,,,difluorine,molecule,F2,none,,,,,Sixteen CAS-BCCC4 points around the equilibrium distance were fitted to a cubic potential; dissociation energy used the energy at 20 A relative to the fitted equilibrium.,"CASSCF(2,2)-referenced block-correlated coupled cluster truncated through four-block correlations (CAS-BCCC4) for the ground-state dissociation curve; T2C external single excitations neglected",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"6-311G++(3df,3p), using six Cartesian d-like and ten Cartesian f-like functions",,no,no,2,2,bonding sigma and antibonding sigma-star orbitals of the single bond,"CASSCF(2e,2o) orbitals and many-electron block states supplied the reference; CAS-BCCC4 then correlated up to four blocks with T2C omitted",1,,1,"From Table 1, CAS-BCCC4 gives Re=1.418 A, De=31.7 kcal mol-1, and omega_e=865 cm-1 by arithmetic combination of the stated benchmarks (1.412 A, 38.2 kcal mol-1, 917 cm-1) and signed deviations (+0.006 A, -6.5 kcal mol-1, -52 cm-1). At 100 bohr, the CAS-BCCC4 F2 energy is -199.314390 Eh versus twice the F-atom value -99.656502 Eh, a size-consistency error of 1.38 mEh (0.87 kcal mol-1); including T2C changes De by only 0.02 kcal mol-1 in 6-311G+(d).","CAS-BCCC4 scales as N^6. Across all seven diatomics the reported mean absolute errors are 0.008 A in Re, 3.7 kcal mol-1 in De, and 22 cm-1 in omega_e.",Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The CASSCF(2e,2o) sigma/sigma-star space and all numerical fitting details are explicit. Absolute CAS-BCCC4 constants are permitted arithmetic restatements of Table 1's benchmark plus signed-error format. No Cartesian coordinate block is supplied. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-f,,,chlorine monofluoride,molecule,ClF,none,,,,,Sixteen CAS-BCCC4 points around the equilibrium distance were fitted to a cubic potential; dissociation energy used the energy at 20 A relative to the fitted equilibrium.,"CASSCF(2,2)-referenced block-correlated coupled cluster truncated through four-block correlations (CAS-BCCC4) for the ground-state dissociation curve; T2C external single excitations neglected",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"6-311G++(3df,3p), using six Cartesian d-like and ten Cartesian f-like functions",,no,no,2,2,bonding sigma and antibonding sigma-star orbitals of the single bond,"CASSCF(2e,2o) orbitals and many-electron block states supplied the reference; CAS-BCCC4 then correlated up to four blocks with T2C omitted",1,,1,"From Table 1, CAS-BCCC4 gives Re=1.635 A, De=55.4 kcal mol-1, and omega_e=763 cm-1 by arithmetic combination of the stated benchmarks (1.628 A, 60.2 kcal mol-1, 786 cm-1) and signed deviations (+0.007 A, -4.8 kcal mol-1, -23 cm-1).","CAS-BCCC4 scales as N^6. Across all seven diatomics the reported mean absolute errors are 0.008 A in Re, 3.7 kcal mol-1 in De, and 22 cm-1 in omega_e.",Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The CASSCF(2e,2o) sigma/sigma-star space and all numerical fitting details are explicit. Absolute CAS-BCCC4 constants are permitted arithmetic restatements of Table 1's benchmark plus signed-error format. No Cartesian coordinate block is supplied. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-g,,,dichlorine,molecule,Cl2,none,,,,,Sixteen CAS-BCCC4 points around the equilibrium distance were fitted to a cubic potential; dissociation energy used the energy at 20 A relative to the fitted equilibrium.,"CASSCF(2,2)-referenced block-correlated coupled cluster truncated through four-block correlations (CAS-BCCC4) for the ground-state dissociation curve; T2C external single excitations neglected",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"6-311G++(3df,3p), using six Cartesian d-like and ten Cartesian f-like functions",,no,no,2,2,bonding sigma and antibonding sigma-star orbitals of the single bond,"CASSCF(2e,2o) orbitals and many-electron block states supplied the reference; CAS-BCCC4 then correlated up to four blocks with T2C omitted",1,,1,"From Table 1, CAS-BCCC4 gives Re=2.001 A, De=51.6 kcal mol-1, and omega_e=536 cm-1 by arithmetic combination of the stated benchmarks (1.988 A, 58.0 kcal mol-1, 560 cm-1) and signed deviations (+0.013 A, -6.4 kcal mol-1, -24 cm-1).","CAS-BCCC4 scales as N^6. Across all seven diatomics the reported mean absolute errors are 0.008 A in Re, 3.7 kcal mol-1 in De, and 22 cm-1 in omega_e.",Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The CASSCF(2e,2o) sigma/sigma-star space and all numerical fitting details are explicit. Absolute CAS-BCCC4 constants are permitted arithmetic restatements of Table 1's benchmark plus signed-error format. No Cartesian coordinate block is supplied. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-h,,,carbon atom,atom,C,none,,,,,Atomic state energies; no molecular geometry.,"CASSCF(2,2)-referenced block-correlated coupled cluster through four-block correlations (CAS-BCCC4) for balanced singlet and triplet atomic states; T2C omitted",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"cc-pVDZ, cc-pVTZ, cc-pVQZ, and aug-cc-pVQZ basis-set sequence",,no,no,2,2,two near-degenerate active orbitals; the source does not identify their individual atomic characters,"The same CASSCF(2e,2o) reference with Ms=0 was used for both 3P and 1D states for balanced CAS-BCCC4 singlet-triplet gaps; basis enlarged from cc-pVDZ through aug-cc-pVQZ",1;3,one 3P state and one 1D state,3,"Ground state 3P; lowest singlet 1D. CAS-BCCC4 ground energies/gaps (Eh/eV) are -37.761690/1.495 (cc-pVDZ), -37.789145/1.350 (cc-pVTZ), -37.816787/1.303 (cc-pVQZ), and -37.818108/1.290 (aug-cc-pVQZ), versus experimental gap 1.26 eV.",The calculated gap decreases monotonically toward experiment as the correlation-consistent basis is enlarged; CAS-BCCC4 has N^6 scaling and omits T2C external singles.,Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The exact CASSCF(2e,2o) pair and balanced Ms=0 state protocol are explicit; the two active orbitals are not named and were not inferred. Atomic systems have no coordinate structure. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-i,,,oxygen atom,atom,O,none,,,,,Atomic state energies; no molecular geometry.,"CASSCF(2,2)-referenced block-correlated coupled cluster through four-block correlations (CAS-BCCC4) for balanced singlet and triplet atomic states; T2C omitted",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"cc-pVDZ, cc-pVTZ, cc-pVQZ, and aug-cc-pVQZ basis-set sequence",,no,no,2,2,two near-degenerate active orbitals; the source does not identify their individual atomic characters,"The same CASSCF(2e,2o) reference with Ms=0 was used for both 3P and 1D states for balanced CAS-BCCC4 singlet-triplet gaps; basis enlarged from cc-pVDZ through aug-cc-pVQZ",1;3,one 3P state and one 1D state,3,"Ground state 3P; lowest singlet 1D. CAS-BCCC4 ground energies/gaps (Eh/eV) are -74.912779/2.146 (cc-pVDZ), -74.984562/2.041 (cc-pVTZ), -75.024908/1.996 (cc-pVQZ), and -75.027380/1.989 (aug-cc-pVQZ), versus experimental gap 1.97 eV.",The calculated gap decreases monotonically toward experiment as the correlation-consistent basis is enlarged; CAS-BCCC4 has N^6 scaling and omits T2C external singles.,Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The exact CASSCF(2e,2o) pair and balanced Ms=0 state protocol are explicit; the two active orbitals are not named and were not inferred. Atomic systems have no coordinate structure. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-j,,,silicon atom,atom,Si,none,,,,,Atomic state energies; no molecular geometry.,"CASSCF(2,2)-referenced block-correlated coupled cluster through four-block correlations (CAS-BCCC4) for balanced singlet and triplet atomic states; T2C omitted",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"cc-pVDZ, cc-pVTZ, cc-pVQZ, and aug-cc-pVQZ basis-set sequence",,no,no,2,2,two near-degenerate active orbitals; the source does not identify their individual atomic characters,"The same CASSCF(2e,2o) reference with Ms=0 was used for both 3P and 1D states for balanced CAS-BCCC4 singlet-triplet gaps; basis enlarged from cc-pVDZ through aug-cc-pVQZ",1;3,one 3P state and one 1D state,3,"Ground state 3P; lowest singlet 1D. CAS-BCCC4 ground energies/gaps (Eh/eV) are -288.921358/1.014 (cc-pVDZ), -289.001842/0.842 (cc-pVTZ), -289.050589/0.798 (cc-pVQZ), and -289.056832/0.788 (aug-cc-pVQZ), versus experimental gap 0.75 eV.",The calculated gap decreases monotonically toward experiment as the correlation-consistent basis is enlarged; CAS-BCCC4 has N^6 scaling and omits T2C external singles.,Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages. The exact CASSCF(2e,2o) pair and balanced Ms=0 state protocol are explicit; the two active orbitals are not named and were not inferred. Atomic systems have no coordinate structure. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-k,,,methylene,molecule,CH2,none,,,,C2v,"FCI/TZ2P optimized geometries from reference 111 were adopted: SI gives r(CH)=1.0775 A and HCH=133.29 degrees for X~3B1, and 1.1089 A/101.89 degrees for a~1A1.","CASSCF(2,2)-referenced block-correlated coupled cluster through four-block correlations (CAS-BCCC4) for adiabatic singlet-triplet gaps; T2C omitted",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"DZP; TZ2P; TZ2P(f,d); TZ2P(f,d)+diff; TZ3P; TZ3P(2f,2d); TZ3P(2f,2d)+2diff; cc-pVDZ; cc-pVTZ; cc-pVQZ",,no,no,2,2,near-degenerate 3a1 and 1b1 orbitals,"A common CASSCF(2e,2o) reference supplied both states; CAS-BCCC4 correlated up to four blocks with T2C omitted and basis-set convergence was tested",1;3,lowest 1A1 and 3B1 states,3,"Ground X~3B1; excited closed-shell a~1A1. CAS-BCCC4 adiabatic gaps are 0.544, 0.482, 0.441, 0.437, 0.460, 0.414, 0.413, 0.493, 0.441, and 0.398 eV across the stated basis sequence; cc-pVQZ ground energy is -39.119181 Eh. Applying the reported DeltaZPE=-0.021 eV gives T0=0.377 eV, 0.013 eV below experiment 0.390 eV.",CAS-BCCC4 scales as N^6. Inclusion of T2C changes the CH2 TZ2P singlet-triplet gap by only 0.004 eV; it was omitted throughout. Reported ZPE corrections came from the same prior levels used for the adopted geometries.,Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages, including every state energy, basis comparison, ZPE correction and rendered state geometry. The active orbital pair and state ordering are source-explicit. SI supplies internal-coordinate drawings but no Cartesian blocks, so no XYZ was fabricated. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-l,,,amidogen cation,molecule,NH2+,none,,,,C2v,"CISD/TZ2P(f,d) optimized geometries from reference 104 were adopted: SI gives r(NH)=1.0295 A and HNH=150.88 degrees for X~3B1, and 1.0459 A/107.96 degrees for a~1A1.","CASSCF(2,2)-referenced block-correlated coupled cluster through four-block correlations (CAS-BCCC4) for adiabatic singlet-triplet gaps; T2C omitted",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"TZ2P; TZ2P(f,d); TZ3P(2f,2d)+2diff",,no,no,2,2,near-degenerate 3a1 and 1b1 orbitals,"A common CASSCF(2e,2o) reference supplied both states; CAS-BCCC4 correlated up to four blocks with T2C omitted and basis-set convergence was tested",1;3,lowest 1A1 and 3B1 states,3,"Ground X~3B1; excited closed-shell a~1A1. CAS-BCCC4 gaps are 1.324, 1.277, and 1.259 eV for TZ2P, TZ2P(f,d), and TZ3P(2f,2d)+2diff; the largest-basis ground energy is -55.417194 Eh. Applying DeltaZPE=+0.021 eV gives T0=1.280 eV, 0.026 eV below experiment 1.306+/-0.010 eV.",CAS-BCCC4 scales as N^6. Inclusion of T2C changes the CH2 TZ2P singlet-triplet gap by only 0.004 eV; it was omitted throughout. Reported ZPE corrections came from the same prior levels used for the adopted geometries.,Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages, including every state energy, basis comparison, ZPE correction and rendered state geometry. The active orbital pair and state ordering are source-explicit. SI supplies internal-coordinate drawings but no Cartesian blocks, so no XYZ was fabricated. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
W1977335808-m,,,silylene,molecule,SiH2,none,,,,C2v,"CISD/TZ2P(f,d) optimized geometries from reference 105 were adopted: SI gives r(SiH)=1.5145 A and HSiH=92.68 degrees for X~1A1, and 1.4770 A/118.26 degrees for a~3B1.","CASSCF(2,2)-referenced block-correlated coupled cluster through four-block correlations (CAS-BCCC4) for adiabatic singlet-triplet gaps; T2C omitted",Gaussian 03 revision B.01 for CASSCF orbitals; custom CAS-BCCC4 program linked to GAMESS,"TZ2P; TZ2P(f,d); TZ3P(2f,2d)+2diff",,no,no,2,2,near-degenerate 5a1 and 2b1 orbitals,"A common CASSCF(2e,2o) reference supplied both states; CAS-BCCC4 correlated up to four blocks with T2C omitted and basis-set convergence was tested",1;3,lowest 1A1 and 3B1 states,1,"Ground closed-shell X~1A1; excited a~3B1. CAS-BCCC4 gaps are 0.875, 0.904, and 0.920 eV for TZ2P, TZ2P(f,d), and TZ3P(2f,2d)+2diff; the largest-basis ground energy is -290.349927 Eh. Applying DeltaZPE=+0.012 eV gives T0=0.932 eV, 0.022 eV above experiment 0.91+/-0.03 eV.",CAS-BCCC4 scales as N^6. Inclusion of T2C changes the CH2 TZ2P singlet-triplet gap by only 0.004 eV; it was omitted throughout. Reported ZPE corrections came from the same prior levels used for the adopted geometries.,Spectroscopic Constants of Single-Bond Diatomic Molecules and Singlet-Triplet Gaps of Diradicals by the Block-Correlated Coupled Cluster Theory,10.1021/jp7118907,2008,"Comprehensively mined by GPT-5.6 on 2026-08-13 from all seven article pages and all five SI pages, including every state energy, basis comparison, ZPE correction and rendered state geometry. The active orbital pair and state ordering are source-explicit. SI supplies internal-coordinate drawings but no Cartesian blocks, so no XYZ was fabricated. SI MD5: 9a592eda183f50dc187bb7e9b785515d.",CAS-BCCC4,llm_mining,gpt-5.6,no
