key,doi,title,year,oa_pdf_url,source,status,pdf_path,text_path,updated
W3204531904,10.26434/chemrxiv.12605333.v1,Ligand-Mediated Spin State Changes in a Cobalt-Dipyrrin-Bisphenol Complex,2020,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c74d414c891948d5ad37a5/original/ligand-mediated-spin-state-changes-in-a-cobalt-dipyrrin-bisphenol-complex.pdf,doi-import,extracted,papers/mined/W3204531904.pdf,text/W3204531904.txt,2026-07-30T00:46:58Z
W3208537338,10.33774/chemrxiv-2021-h3qk7,Deciphering the role of anions and secondary coordination sphere in tuning anisotropy in Dy(III) air-stable D5h SIMs,2021,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6152b5641df4a169bb7f1377/original/deciphering-the-role-of-anions-and-secondary-coordination-sphere-in-tuning-anisotropy-in-dy-iii-air-stable-d5h-si-ms.pdf,doi-import,fetch_failed,,,2026-07-15T00:15:58Z
W4210273454,10.26434/chemrxiv.12776222.v2,First Principle Investigations of Long-range Magnetic Exchange Interactions via Polyacene Coupler,2021,https://doi.org/10.26434/chemrxiv.12776222.v2,doi-import,extracted,papers/mined/W4210273454.pdf,text/W4210273454.txt,2026-07-30T00:46:58Z
W4231167402,10.1002/9783527690541.index,Index,2015,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9783527690541.index,doi-import,not_usable,papers/mined/W4231167402.pdf,text/W4231167402.txt,2026-07-31T18:35:48Z
W4236018289,10.26434/chemrxiv.13302098,Isomerization and Fragmentation Reactions on the [C2SH4] Potential Energy Surface. The Metastable Thione-S-Methylide Isomer,2020,https://doi.org/10.26434/chemrxiv.13302098,doi-import,fetch_failed,,,2026-07-15T00:16:06Z
W4236777086,10.26434/chemrxiv.11446224,Resolving the Quadruple Bonding Conundrum in C2 Using Insights Derived from Excited State Potential Energy Surfaces: A Molecular Orbital Perspective,2019,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c746fbbdbb89c0e4a38cca/original/resolving-the-quadruple-bonding-conundrum-in-c2-using-insights-derived-from-excited-state-potential-energy-surfaces-a-molecular-orbital-perspective.pdf,doi-import,fetch_failed,,,2026-07-15T00:16:07Z
W4237968752,10.26434/chemrxiv.14103740.v1,Electronic Structure of Ytterbium(III) Solvates – A Combined Spectro-scopic and Theoretical Study,2021,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c75606567dfea1adec63be/original/electronic-structure-of-ytterbium-iii-solvates-a-combined-spectro-scopic-and-theoretical-study.pdf,doi-import,fetch_failed,,,2026-07-15T00:16:08Z
W4241848671,10.26434/chemrxiv.14781855,[Co(TPP)]–Catalyzed Carbene Transfer from Acceptor–Acceptor Iodonium Ylides via N-enolate Carbene Radicals,2021,https://doi.org/10.26434/chemrxiv.14781855,doi-import,fetch_failed,,,2026-07-15T00:16:09Z
W4252641555,10.26434/chemrxiv.12403124,Breaching the Axial Limits in Ln(III) Single-Ion Magnets Using External Electric Field,2020,https://doi.org/10.26434/chemrxiv.12403124,doi-import,fetch_failed,,,2026-07-15T00:16:10Z
W4389682832,10.11648/j.ijctc.20231101.13,Molecule-Adapted Gaussian Basis Sets Generated in Multi-Parallel Hartree-Fock Scheme,2023,https://article.sciencepg.com/pdf/10.11648.j.ijctc.20231101.13,doi-import,fetch_failed,,,2026-07-15T00:16:12Z
W4404570323,10.48550/arxiv.2411.10893,Quantum Chemical and Trajectory Surface Hopping Molecular Dynamics Study of Iodine-based BODIPY Photosensitizer,2024,https://arxiv.org/pdf/2411.10893,doi-import,not_usable,papers/mined/W4404570323.pdf,text/W4404570323.txt,2026-07-30T21:42:44Z
W4406785426,10.48550/arxiv.2501.13371,Non-unitary Variational Quantum Eigensolver with the Localized Active Space Method and Cost Mitigation,2025,https://arxiv.org/pdf/2501.13371,doi-import,not_usable,papers/mined/W4406785426.pdf,text/W4406785426.txt,2026-07-24T01:48:37Z
W4410175770,10.26434/chemrxiv-2025-46g93-v2,Optically Detected Magnetic Resonance on Carbene Molecular Qubits,2025,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/68121c6de561f77ed4793ecb/original/optically-detected-magnetic-resonance-on-carbene-molecular-qubits.pdf,doi-import,not_usable,papers/mined/W4410175770.pdf,text/W4410175770.txt,2026-07-30T00:47:37Z
W4412515009,10.21203/rs.3.rs-7102700/v1,Adding Time-Domain 161Dy Mössbauer to the Mix: a Multitechnique Investigation of Magnetic Transitions in a {CoIII3DyIII3} Cluster with a Toroidal Moment,2025,https://www.researchsquare.com/article/rs-7102700/latest.pdf,doi-import,extracted,papers/mined/W4412515009.pdf,text/W4412515009.txt,2026-07-24T01:48:36Z
W4415307498,10.48550/arxiv.2504.17453,Quantum simulation of CO$_2$ chemisorption in an amine-functionalized metal-organic framework,2025,https://arxiv.org/pdf/2504.17453,doi-import,not_usable,papers/mined/W4415307498.pdf,text/W4415307498.txt,2026-07-20T19:05:36Z
W7110824346,10.3389/fchem.2025.1603873.s002,Table 2_Theoretical laser cooling feasibility study of ZrH molecule at the fine structure level.docx,2025,,doi-import,fetch_failed,,,2026-07-15T00:16:26Z
W7110859229,10.1021/acs.jctc.5c01321.s001,MC25: An AccurateMeta Pair-Density Functional forMulticonfiguration Pair-Density Functional Theory and Linearized Pair-DensityFunctional Theory,2025,https://figshare.com/articles/journal_contribution/MC25_An_Accurate_Meta_Pair-Density_Functional_for_Multiconfiguration_Pair-Density_Functional_Theory_and_Linearized_Pair-Density_Functional_Theory/30491090,doi-import,fetch_failed,,,2026-07-15T00:16:27Z
W7111090846,10.1021/acs.inorgchem.5c02908.s001,"A Neutral Dy(II) Bis(amide): Synthesis, Magnetism,and a P<sub>4</sub><sup>2–</sup> Complex",2025,https://figshare.com/articles/journal_contribution/A_Neutral_Dy_II_Bis_amide_Synthesis_Magnetism_and_a_P_sub_4_sub_sup_2_sup_Complex/30302420,doi-import,fetch_failed,,,2026-07-15T00:16:28Z
W7111174741,10.1021/jacs.5c03770.s001,Photochemistryof Ni(II) Tolyl Chlorides Supportedby Bidentate Ligand Frameworks,2025,https://figshare.com/articles/journal_contribution/Photochemistry_of_Ni_II_Tolyl_Chlorides_Supported_by_Bidentate_Ligand_Frameworks/29051631,doi-import,fetch_failed,,,2026-07-15T00:16:29Z
W7111243622,10.3389/fchem.2025.1603873.s001,Table 1_Theoretical laser cooling feasibility study of ZrH molecule at the fine structure level.docx,2025,,doi-import,fetch_failed,,,2026-07-15T00:16:30Z
W7111257738,10.1021/acs.jpca.5c01912.s001,Mechanism of Chemiluminescencein the Air AfterglowReaction,2025,https://figshare.com/articles/journal_contribution/Mechanism_of_Chemiluminescence_in_the_Air_Afterglow_Reaction/28975271,doi-import,fetch_failed,,,2026-07-15T00:16:31Z
W7111370555,10.1021/acs.cgd.5c00236.s001,Structural and MagneticStudies of a Discrete TetranuclearComplex Featuring an Oxalato-Bridged Ni<sub>3</sub><sup>II</sup>Cr<sup>III</sup> Cluster,2025,https://figshare.com/articles/journal_contribution/Structural_and_Magnetic_Studies_of_a_Discrete_Tetranuclear_Complex_Featuring_an_Oxalato-Bridged_Ni_sub_3_sub_sup_II_sup_Cr_sup_III_sup_Cluster/29603857,doi-import,fetch_failed,,,2026-07-15T00:16:32Z
W7116106703,10.1021/acs.jpca.5c07496.s001,Theoretical Studyon the Nitrile Substitution Effectin a Schiff Base Derivative: Suppression of Excited-State IntramolecularProton Transfer and Dominance of Torsional Decay,2025,https://figshare.com/articles/journal_contribution/Theoretical_Study_on_the_Nitrile_Substitution_Effect_in_a_Schiff_Base_Derivative_Suppression_of_Excited-State_Intramolecular_Proton_Transfer_and_Dominance_of_Torsional_Decay/30906445,doi-import,fetch_failed,,,2026-07-15T00:16:34Z
W7116751922,10.1002/ange.202522076,Nutzen der 3d‐4f Koordination: Molekulares Quanten‐Feder‐Magnet‐Verhalten in axialen Ni <sub>2</sub> Ln Komplexen,2025,https://doi.org/10.1002/ange.202522076,doi-import,fetch_failed,,,2026-07-15T00:16:35Z
W7118070171,10.5281/zenodo.18135262,De Novo Design of a Non-Cryogenic Quantum Interface: Tuning Erbium Emission to the Telecom C-Band within a Synthetic Protein Scaffold,2026,https://doi.org/10.5281/zenodo.18135262,doi-import,fetch_failed,,,2026-07-15T00:16:37Z
W7118074043,10.5281/zenodo.18135798,De Novo Design of a Non-Cryogenic Quantum Interface: Tuning Erbium Emission to the Telecom C-Band within a Synthetic Protein Scaffold,2026,https://doi.org/10.5281/zenodo.18135798,doi-import,fetch_failed,,,2026-07-15T00:16:38Z
W7118101311,10.5281/zenodo.18135261,De Novo Design of a Non-Cryogenic Quantum Interface: Tuning Erbium Emission to the Telecom C-Band within a Synthetic Protein Scaffold,2026,https://doi.org/10.5281/zenodo.18135261,doi-import,fetch_failed,,,2026-07-15T00:16:40Z
W7125801984,10.21203/rs.3.rs-8689370/v1,De Novo Design of a Non-Cryogenic Quantum Interface: Tuning Erbium Emission to the Telecom C-Band within a Synthetic Protein Scaffold,2026,https://www.researchsquare.com/article/rs-8689370/latest.pdf,doi-import,extracted,papers/mined/W7125801984.pdf,text/W7125801984.txt,2026-07-24T01:48:35Z
W7130832557,10.5463/thesis.1633,Computational Aspects of the One Body Reduced Density Matrix Functional Theory,2026,https://doi.org/10.5463/thesis.1633,doi-import,fetch_failed,,,2026-07-15T00:16:52Z
W7131412896,10.1063/5.0313345,Many roads to the seam: How conformational flexibility drives nonadiabatic relaxation in a prototypical thiocarbonyl,2026,,doi-import,extracted_partial,,,2026-07-30T15:57:42Z
W7131430217,10.60893/figshare.jcp.c.8294440,Many Roads to the Seam: How Conformational Flexibility Drives Nonadiabatic Relaxation in a Prototypical Tetrapyrrolic Chromophore,2026,https://doi.org/10.60893/figshare.jcp.c.8294440,doi-import,not_usable,,,2026-07-30T15:39:06Z
W7131708463,10.26434/chemrxiv.15000425/v1,Insights into the Redox Landscape of Polyoxovanadate-Alkoxide Species,2026,https://doi.org/10.26434/chemrxiv.15000425/v1,doi-import,not_usable,papers/mined/W7131708463.pdf,text/W7131708463.txt,2026-07-30T00:47:38Z
W7148987560,10.5281/zenodo.19398118,Ab Initio Quantum Chemistry for Electron Correlation: From Theoretical Foundations to Drug Discovery Applications,2026,https://doi.org/10.5281/zenodo.19398118,doi-import,fetch_failed,,,2026-07-15T00:16:57Z
W7155568895,10.60713/pist-201522,"Étude théorique de la structure électronique et du spectre rovibrationnel du système [H, H, N, S]",2023,https://doi.org/10.60713/pist-201522,doi-import,fetch_failed,,,2026-07-15T00:18:59Z
W7162134413,10.48550/arxiv.2605.22394,Dynamic electron correlation energy for multireference wavefunction methods from one- and two-electron reduced density matrices,2026,https://doi.org/10.48550/arxiv.2605.22394,doi-import,extracted_partial,papers/mined/W7162134413.pdf,text/W7162134413.txt,2026-07-30T00:47:01Z
W7162784968,10.26434/chemrxiv.15004034/v1,Magnetic anisotropy of tellurium(I) and selenium(I)† in a Li3N host crystal,2026,https://doi.org/10.26434/chemrxiv.15004034/v1,doi-import,not_usable,papers/mined/W7162784968.pdf,text/W7162784968.txt,2026-07-30T00:47:38Z
W7163325257,10.48550/arxiv.2606.02917,Vibrations Drive Ultrafast Intersystem Crossing of a Photoexcited Cr(III) Complex,2026,https://doi.org/10.48550/arxiv.2606.02917,doi-import,extracted,papers/mined/W7163325257.pdf,text/W7163325257.txt,2026-07-30T00:46:58Z
W7165158664,10.26434/chemrxiv.15004889/v1,Excited state QM/MM simulations of far red fluorescent proteins show diverging electronic and physical structure correlated with red shifts,2026,https://doi.org/10.26434/chemrxiv.15004889/v1,doi-import,extracted,papers/mined/W7165158664.pdf,text/W7165158664.txt,2026-07-30T00:46:58Z
W7165544852,10.1002/advs.76249,Phase‐Resolved Dual Control of Phenol Photodissociation at the Air–Water Interface From Structure‐Resolved Statistics,2026,https://doi.org/10.1002/advs.76249,doi-import,extracted,papers/mined/W7165544852.pdf,text/W7165544852.txt,2026-07-30T00:46:58Z
W3094607255,10.31635/ccschem.020.202000384,Manipulation of Molecular Qubits by Isotope Effect on Spin Dynamics,2020,https://doi.org/10.31635/ccschem.020.202000384,doi-import,not_usable,papers/mined/W3094607255.pdf,text/W3094607255.txt,2026-07-30T00:47:38Z
W108279927,10.31274/etd-180810-871,Direct observation and reactivity of oxenium ions,2014,https://lib.dr.iastate.edu/cgi/viewcontent.cgi?article=4915&context=etd,doi-import,fetch_failed,,,2026-07-15T00:19:21Z
W1924134069,10.17169/refubium-12912,Modellierung der dualen Fluoreszenz von 1-Phenylpyrrol infolge von Torsion und Elektronentransfer in polarer Lösung,2001,https://refubium.fu-berlin.de/handle/fub188/8713,doi-import,fetch_failed,,,2026-07-15T00:19:22Z
W2547700475,10.12794/metadc822795,The Impact of Computational Methods on Transition Metal-containing Species,2015,https://digital.library.unt.edu/ark:/67531/metadc822795/m2/1/high_res_d/dissertation.pdf,doi-import,fetch_failed,,,2026-07-15T00:19:24Z
W2887591736,10.25365/thesis.32546,Competing light induced molecular torsions,2014,https://doi.org/10.25365/thesis.32546,doi-import,fetch_failed,,,2026-07-15T00:19:27Z
W2889906338,10.11606/d.46.2018.tde-21092018-100103,Estudo Teórico da Espécie BeMg,2018,http://www.teses.usp.br/teses/disponiveis/46/46132/tde-21092018-100103/publico/ANDRE_LUIS_GOIS_RODRIGUES_MESTRADO.pdf,doi-import,extracted_partial,papers/mined/W2889906338.pdf,text/W2889906338.txt,2026-08-07T19:06:03Z
W2901331326,10.15278/isms.2018.th06,FROM LINES TO STATES WITHOUT A MODEL,2018,https://www.ideals.illinois.edu/bitstream/2142/100642/4/1190181.pdf,doi-import,fetch_failed,,,2026-07-15T00:19:33Z
W2969922665,10.14279/depositonce-7710,Computation of NMR shifts for paramagnetic solids,2019,https://doi.org/10.14279/depositonce-7710,doi-import,fetch_failed,,,2026-07-15T00:19:40Z
W3010246226,10.18297/etd/3316,Laser spectroscopy investigations of jet-cooled metal-containing free radicals.,2019,https://ir.library.louisville.edu/cgi/viewcontent.cgi?article=4555&context=etd,doi-import,extracted_partial,papers/mined/W3010246226.pdf,text/W3010246226.txt,2026-07-31T03:48:48Z
W3048908689,10.15278/isms.2020.mk05,CHEAP AND RELIABLE OPTIMIZATION OF EXCITED STATE ORBITALS WITH THE SQUARE GRADIENT MINIMIZATION (SGM) APPROACH.,2020,https://www.ideals.illinois.edu/bitstream/2142/107362/1/4430.pdf,doi-import,fetch_failed,,,2026-07-15T00:19:42Z
W320304306,10.70675/52516983zfc8az430bza1efz462f257c9b7b,"Theoretical calculations with spin orbit effects of the diatomic molecules YS, YN, ZrS, ZrN",2012,https://theses.hal.science/tel-01127484v1/document,doi-import,not_usable,papers/mined/W320304306.pdf,text/W320304306.txt,2026-07-24T01:48:37Z
W4200316375,10.1021/acs.inorgchem.1c01519.s001,Low-Spin Cyanide Complexes of 3‑Mercaptopropionic\nAcid Dioxygenase (MDO) Reveal the Impact of Outer-Sphere SHY-Motif\nResidues,2021,https://figshare.com/articles/journal_contribution/Low-Spin_Cyanide_Complexes_of_3_Mercaptopropionic_Acid_Dioxygenase_MDO_Reveal_the_Impact_of_Outer-Sphere_SHY-Motif_Residues/17156057,doi-import,fetch_failed,,,2026-07-15T00:19:46Z
W4234475168,10.26434/chemrxiv.11828256,Hole-Hole Tamm-Dancoff-Approximated Density Functional Theory: A Highly Efficient Electronic Structure Method Incorporating Dynamic and Static Correlation,2020,https://doi.org/10.26434/chemrxiv.11828256,doi-import,fetch_failed,,,2026-07-15T00:19:47Z
W4234730062,10.26434/chemrxiv.11472627.v1,Electronically Asynchronous Transition States for C-N Bond Formation by Electrophilic [Coᴵᴵᴵ(TAML)]-Nitrene Radical Complexes Involving Substrate-to-Ligand Single-Electron Transfer and a Cobalt-Centered Spin Shuttle,2019,https://chemrxiv.org/ndownloader/files/20476293,doi-import,extracted,papers/mined/W4234730062.pdf,text/W4234730062.txt,2026-07-30T00:46:59Z
W4243726902,10.26434/chemrxiv.12385940,"Multiconfigurational Static and Dynamic Calculations Explain Tricyclo[4,2,0,02,5]octa-3,7-diene Photochemistry",2020,https://doi.org/10.26434/chemrxiv.12385940,doi-import,fetch_failed,,,2026-07-15T00:19:49Z
W4243896582,10.26434/chemrxiv.14455983.v1,Actinide Arene-Metalates: Ion Pairing Effects on the Electronic Structure of Unsupported Uranium-Arene Sandwich Complexes,2021,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c757bdbdbb89f799a3ac6e/original/actinide-arene-metalates-ion-pairing-effects-on-the-electronic-structure-of-unsupported-uranium-arene-sandwich-complexes.pdf,doi-import,extracted,papers/mined/W4243896582.pdf,text/W4243896582.txt,2026-07-29T23:35:59Z
W4288104465,10.5281/zenodo.3475419,A series of field-induced single-ion magnets based on the seven-coordinate Co(II) complexes with the pentadentate (N3O2) H2dapsc ligand,2019,https://zenodo.org/record/3475419,doi-import,fetch_failed,,,2026-07-15T00:19:52Z
W4288104466,10.5281/zenodo.3445381,A series of field-induced single-ion magnets based on the seven-coordinate Co(II) complexes with the pentadentate (N3O2) H2dapsc ligand,2019,https://zenodo.org/record/3445381,doi-import,fetch_failed,,,2026-07-15T00:19:54Z
W4393678080,10.5281/zenodo.7854202,"Ab initio multiple spawning simulations for ""Rehybridization dynamics into the pericyclic minimum of an electrocyclic reaction imaged in real-time""",2023,https://doi.org/10.5281/zenodo.7854202,doi-import,fetch_failed,,,2026-07-15T00:19:56Z
W4400534826,10.3390/molecules29143274,"Kinetic Study and Reaction Mechanism of the Gas-Phase Thermolysis Reaction of Methyl Derivatives of 1,2,4,5-Tetroxane",2024,europepmc:fullTextXML:10.3390/molecules29143274,doi-import,extracted,,text/W4400534826.txt,2026-07-24T01:48:36Z
W4406418885,10.21203/rs.3.rs-5795718/v1,Anti-Thermal Quenching in NdIII Molecular Near-Infrared Thermometers Operating at Physiological Temperatures,2025,https://www.researchsquare.com/article/rs-5795718/latest.pdf,doi-import,extracted,papers/mined/W4406418885.pdf,text/W4406418885.txt,2026-07-24T01:48:36Z
W4410416390,10.21203/rs.3.rs-6547757/v1,QM/MM studies on photo-induced cycloaddition and (6-4) reactions of the thymidine:4-selenothymidine dimer in aqueous solution,2025,https://www.researchsquare.com/article/rs-6547757/latest.pdf,doi-import,extracted,papers/mined/W4410416390.pdf,text/W4410416390.txt,2026-07-24T01:48:35Z
W4412539087,10.26434/chemrxiv-2025-dr4jc,Ab Initio Study of Photodissociation and Isomerization Pathways on the Singlet and Triplet Manifolds of 1-Nitropropene,2025,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687a0420728bf9025e193882/original/ab-initio-study-of-photodissociation-and-isomerization-pathways-on-the-singlet-and-triplet-manifolds-of-1-nitropropene.pdf,doi-import,extracted,papers/mined/W4412539087.pdf,text/W4412539087.txt,2026-07-30T00:46:59Z
W4416465426,10.2139/ssrn.5781607,Enhancing a Dual Anion Chemosensor through Structural Modifications: Theoretical Insights to Tune their Optical Properties,2025,https://doi.org/10.2139/ssrn.5781607,doi-import,extracted,papers/mined/W4416465426.pdf,text/W4416465426.txt,2026-07-30T00:46:59Z
W7104249822,10.11588/heidok.00037525,"Experimental Studies on the Ligand Field Effects and Magnetic Interactions in 3d, 4f and 5d Mono- and Heterometallic Molecular Compounds",2025,,doi-import,fetch_failed,,,2026-07-15T00:20:10Z
W7110783382,10.1021/acs.inorgchem.5c03943.s001,"Peroxide LigandsSupport Tetranuclear Lanthanide Ensembles:Synthesis, Structure, Magnetism, and Theoretical Studies",2025,https://figshare.com/articles/journal_contribution/Peroxide_Ligands_Support_Tetranuclear_Lanthanide_Ensembles_Synthesis_Structure_Magnetism_and_Theoretical_Studies/30612662,doi-import,fetch_failed,,,2026-07-15T00:20:11Z
W7110800176,10.1021/acs.jpca.4c08520.s001,Quantum Mechanics/MolecularMechanics Studies on theExcited-State Relaxation Mechanisms of Cytidine Analogues: 2′-Deoxy-5-Methylcytidineand 2′-Deoxy-5-Hydroxymethylcytidine in Aqueous Solution,2025,https://figshare.com/articles/journal_contribution/Quantum_Mechanics_Molecular_Mechanics_Studies_on_the_Excited-State_Relaxation_Mechanisms_of_Cytidine_Analogues_2_-Deoxy-5-Methylcytidine_and_2_-Deoxy-5-Hydroxymethylcytidine_in_Aqueous_Solution/28832470,doi-import,fetch_failed,,,2026-07-15T00:20:12Z
W7110828816,10.1021/jacs.5c12079.s002,Molecular Models ofLayered Ternary Cu<sub>2</sub>MoS<sub>4</sub> Reveal Sulfur-BasedH<sub>2</sub> Evolution Pathway,2025,,doi-import,fetch_failed,,,2026-07-15T00:20:13Z
W7110981506,10.1021/acs.cgd.5c00037.s001,Enhanced Easy AxisMagnetic Anisotropy in a Siloxane-BridgedLinear Co<sup>II</sup><sub>3</sub> Single-Molecule Magnet,2025,https://figshare.com/articles/journal_contribution/Enhanced_Easy_Axis_Magnetic_Anisotropy_in_a_Siloxane-Bridged_Linear_Co_sup_II_sup_sub_3_sub_Single-Molecule_Magnet/29106853,doi-import,fetch_failed,,,2026-07-15T00:20:14Z
W7111025513,10.1021/acs.jpca.5c04929.s001,Quantum Mechanics/MolecularMechanics Study on theExcited-State Relaxation Pathways of 2′-Deoxy-5-Fluorocytidinein Aqueous Solution,2025,https://figshare.com/articles/journal_contribution/Quantum_Mechanics_Molecular_Mechanics_Study_on_the_Excited-State_Relaxation_Pathways_of_2_-Deoxy-5-Fluorocytidine_in_Aqueous_Solution/30538366,doi-import,fetch_failed,,,2026-07-15T00:20:16Z
W7111092150,10.1021/jacs.5c12079.s003,Molecular Models ofLayered Ternary Cu<sub>2</sub>MoS<sub>4</sub> Reveal Sulfur-BasedH<sub>2</sub> Evolution Pathway,2025,,doi-import,fetch_failed,,,2026-07-15T00:20:17Z
W7111240171,10.1021/acs.inorgchem.5c03729.s001,A CombinedMagnetic and Mossbauer SpectroscopicStudy of High-Spin Half-Sandwich Fe(I) Complexes in Monomeric andPolymeric Configurations,2025,https://figshare.com/articles/journal_contribution/A_Combined_Magnetic_and_Mo_ssbauer_Spectroscopic_Study_of_High-Spin_Half-Sandwich_Fe_I_Complexes_in_Monomeric_and_Polymeric_Configurations/30651523,doi-import,fetch_failed,,,2026-07-15T00:20:18Z
W7111368958,10.1021/jacs.5c12079.s001,Molecular Models ofLayered Ternary Cu<sub>2</sub>MoS<sub>4</sub> Reveal Sulfur-BasedH<sub>2</sub> Evolution Pathway,2025,https://figshare.com/articles/journal_contribution/Molecular_Models_of_Layered_Ternary_Cu_sub_2_sub_MoS_sub_4_sub_Reveal_Sulfur-Based_H_sub_2_sub_Evolution_Pathway/30239762,doi-import,fetch_failed,,,2026-07-15T00:20:19Z
W7111385070,10.1021/acs.jpca.5c03028.s001,Nonunitary VariationalQuantum Eigensolver with theLocalized Active Space Method and Cost Mitigation,2025,https://figshare.com/articles/journal_contribution/Nonunitary_Variational_Quantum_Eigensolver_with_the_Localized_Active_Space_Method_and_Cost_Mitigation/29930738,doi-import,fetch_failed,,,2026-07-15T00:20:20Z
W7111386704,10.1021/acs.jpcb.5c06035.s001,QM/MM Studies onPhotoinduced Cycloaddition and (6–4)Reactions of the Thymidine:4-Selenothymidine Dimer in Aqueous Solution,2025,https://figshare.com/articles/journal_contribution/QM_MM_Studies_on_Photoinduced_Cycloaddition_and_6_4_Reactions_of_the_Thymidine_4-Selenothymidine_Dimer_in_Aqueous_Solution/30245668,doi-import,fetch_failed,,,2026-07-15T00:20:21Z
W7116121687,10.1021/acs.jpca.5c06689.s001,Role of Cd<sup>2+</sup> and Ag<sup>+</sup> as CodopingSpecies in the Mechanism of the Luminescence Activation/Deactivationof a Ln<sup>3+</sup>@UiO-66-(COOH)<sub>2</sub> Chemical Sensor: AQuantum Chemistry Approach,2025,https://figshare.com/articles/journal_contribution/Role_of_Cd_sup_2_sup_and_Ag_sup_sup_as_Codoping_Species_in_the_Mechanism_of_the_Luminescence_Activation_Deactivation_of_a_Ln_sup_3_sup_UiO-66-_COOH_sub_2_sub_Chemical_Sensor_A_Quantum_Chemistry_Approach/30903235,doi-import,fetch_failed,,,2026-07-15T00:20:22Z
W7117980144,10.1002/9781394238828.epil,Epilogue,2026,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781394238828.epil,doi-import,not_usable,papers/mined/W7117980144.pdf,text/W7117980144.txt,2026-07-31T19:10:49Z
W7131820007,10.17223/24135542/32/7,Ab initio calculations of electronic absorption spectra of para-substituted aromatic nitroso oxides,2023,https://vital.lib.tsu.ru/vital/access/services/Download/koha:001130201/SOURCE1,doi-import,extracted,papers/mined/W7131820007.pdf,text/W7131820007.txt,2026-07-24T01:48:37Z
W7134258841,10.1063/5.0314941,Activation of methane by U+ studied by guided ion beam tandem mass spectrometry and quantum chemistry,2026,,doi-import,not_usable,,,2026-07-30T15:56:25Z
W7134285296,10.60893/figshare.jcp.c.8320993.v1,<strong>Activation of Methane by U<sup>+</sup> Studied by Guided Ion Beam Tandem Mass Spectrometry and Quantum Chemistry</strong>,2026,https://doi.org/10.60893/figshare.jcp.c.8320993.v1,doi-import,not_usable,,,2026-07-30T15:39:06Z
W7143376786,10.1021/acsomega.5c13316,Can Accretion Products Be Formed at the Interface of Freshly Nucleated Particles?,2026,europepmc:fullTextXML:10.1021/acsomega.5c13316,doi-import,not_usable,,text/W7143376786.txt,2026-07-24T01:48:38Z
W7148822093,10.5281/zenodo.19411342,Ethylene (3D) — Quasi-Degenerate Gap Structure via inZOR-ND,2026,https://doi.org/10.5281/zenodo.19411342,doi-import,fetch_failed,,,2026-07-15T00:20:42Z
W7149031939,10.5281/zenodo.19411341,Ethylene (3D) — Quasi-Degenerate Gap Structure via inZOR-ND,2026,https://doi.org/10.5281/zenodo.19411341,doi-import,fetch_failed,,,2026-07-15T00:20:44Z
W7161493170,10.5281/zenodo.20083483,QENEX Verifier — Open-Source Reproducer for QENEX LAB v2 Paper Claims,2026,https://doi.org/10.5281/zenodo.20083483,doi-import,fetch_failed,,,2026-07-15T00:20:46Z
W7162692468,10.26434/chemrxiv.15001263/v2,QENEX LAB: A Self-Contained Quantum Chemistry Platform with Reproducible Self-Assessed Compliance and Cryptographic Provenance Bundles,2026,https://doi.org/10.26434/chemrxiv.15001263/v2,doi-import,fetch_failed,,,2026-07-15T00:20:47Z
W7163417873,10.1021/jacsau.5c01496,Ultrafast Excited-State Dynamics and Two-Photon Near-Infrared Induced Photodynamic Therapy Performance of 5-Phenylethynyl-4-thiouridine,2026,europepmc:fullTextXML:10.1021/jacsau.5c01496,supplied-full-text,extracted,,text/W7163417873.txt,2026-08-11T14:14:17Z
W7163684048,10.1021/jacsau.5c01496.s001,Ultrafast Excited-State Dynamics and Two-Photon Near-InfraredInduced Photodynamic Therapy Performance of 5‑Phenylethynyl-4-thiouridine,2026,https://figshare.com/articles/journal_contribution/Ultrafast_Excited-State_Dynamics_and_Two-Photon_Near-Infrared_Induced_Photodynamic_Therapy_Performance_of_5_Phenylethynyl-4-thiouridine/32572634,doi-import,fetch_failed,,,2026-07-15T00:20:50Z
W7163743985,10.1021/acs.jpca.6c01999.s001,A Wave Function Theory and Density Functional TheoryInvestigation of Ground and Excited States of HfSi,2026,https://figshare.com/articles/journal_contribution/A_Wave_Function_Theory_and_Density_Functional_Theory_Investigation_of_Ground_and_Excited_States_of_HfSi/32576493,doi-import,fetch_failed,,,2026-07-15T00:20:51Z
W7166012864,10.1021/acs.jpca.5c07741,Hydrogen Adsorption on Transition-Metal-Decorated Graphene: Thermodynamic and AIMD Insights from DFT and Post-Hartree–Fock Methods,2026,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.5c07741?ref=article_openPDF,doi-import,extracted_partial,papers/mined/W7166012864.pdf,text/W7166012864.txt,2026-07-31T03:47:41Z
