audited_on,entry_id,reference_doi,mining_model,documented_read_depth,source_status,source_match_method,source_match_confidence,active_pair_text_evidence,filled_substantive_fields,missing_core_fields,schema_issues,audit_action
2026-08-11,W2029385951-a,10.1021/jp103098r,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,basis_set,,source_recovery_needed
2026-08-11,W4210442771-a,10.1002/ejic.202200010,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W4210442771-b,10.1002/ejic.202200010,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W1965058772-a,10.1021/ic501435a,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W1965058772-b,10.1021/ic501435a,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W1965058772-c,10.1021/ic501435a,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W1988166735-a,10.1021/jp057071a,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,,,source_recovery_needed
2026-08-11,W2039235712-a,10.1002/cphc.200390063,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2056748221-a,10.1021/jp810247u,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W2056748221-b,10.1021/jp810247u,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,,,source_recovery_needed
2026-08-11,W2742009400-a,10.1039/c7dt00750g,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,software,,source_recovery_needed
2026-08-11,W2408827486-a,10.1039/c6fd00135a,claude-opus-5,not_documented,exact_doi_text,doi,high,not_machine_located,20,software,,manual_source_reread_needed
2026-08-11,W2920120853-a,10.1021/acs.joc.8b02984,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set,,source_recovery_needed
2026-08-11,W2070705838-a,10.1002/ejoc.201001636,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2029165265-a,10.1021/jo0711687,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2029165265-b,10.1021/jo0711687,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2029165265-c,10.1021/jo0711687,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2782686502-a,10.1002/jcc.25150,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,basis_set,,source_recovery_needed
2026-08-11,W2139453279-a,10.1021/jp8110315,claude-opus-5,not_documented,exact_doi_text,doi,high,located,17,software,,manual_source_reread_needed
2026-08-11,W2139453279-b,10.1021/jp8110315,claude-opus-5,not_documented,exact_doi_text,doi,high,located,16,software,,manual_source_reread_needed
2026-08-11,W2049104045-a,10.1021/jp900484s,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W2001333208-a,10.1021/jp407592r,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,,,source_recovery_needed
2026-08-11,W2981077766-a,10.3390/magnetochemistry5040058,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,basis_set;software,,source_recovery_needed
2026-08-11,W2981077766-b,10.3390/magnetochemistry5040058,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,basis_set;software,,source_recovery_needed
2026-08-11,W2981077766-c,10.3390/magnetochemistry5040058,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,basis_set;software,,source_recovery_needed
2026-08-11,W2981077766-d,10.3390/magnetochemistry5040058,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,basis_set;software,,source_recovery_needed
2026-08-11,W2981077766-e,10.3390/magnetochemistry5040058,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,basis_set;software,,source_recovery_needed
2026-08-11,W4400200856-a,10.1063/5.0215697,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W4400200856-b,10.1063/5.0215697,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W4400200856-c,10.1063/5.0215697,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W3110659107-a,10.3390/cryst10121130,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W2949396998-a,10.1002/cptc.201900121,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,software,,source_recovery_needed
2026-08-11,W4292266449-a,10.1002/qua.26995,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,,,source_recovery_needed
2026-08-11,W2740897582-a,10.1107/s2052520617008083,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W2082194125-a,10.1002/qua.24628,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set,,source_recovery_needed
2026-08-11,W2082194125-b,10.1002/qua.24628,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set,,source_recovery_needed
2026-08-11,W2916091728-a,10.1021/acs.inorgchem.8b03566,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W2916091728-b,10.1021/acs.inorgchem.8b03566,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W3184847668-a,10.1021/jacs.1c05099,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,active_space_orbital_description;basis_set;software,,source_recovery_needed
2026-08-11,W3184847668-b,10.1021/jacs.1c05099,claude-opus-5,not_documented,unavailable,,,source_unavailable,12,active_space_orbital_description;basis_set;software,,source_recovery_needed
2026-08-11,W3000016614-a,10.1021/jacs.9b09616,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,software,,source_recovery_needed
2026-08-11,W3000016614-b,10.1021/jacs.9b09616,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,software,,source_recovery_needed
2026-08-11,W4388974706-a,10.1021/jacs.3c08117,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W4220653127-a,10.1002/cptc.202100290,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W2000579811-a,10.1002/poc.1613,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W4379796885-a,10.1002/wcms.1675,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,basis_set,,source_recovery_needed
2026-08-11,W4379796885-b,10.1002/wcms.1675,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,basis_set,,source_recovery_needed
2026-08-11,W4379796885-c,10.1002/wcms.1675,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set,,source_recovery_needed
2026-08-11,W4379796885-d,10.1002/wcms.1675,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,,,source_recovery_needed
2026-08-11,W4379796885-e,10.1002/wcms.1675,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,,,source_recovery_needed
2026-08-11,W2999223469-a,10.1021/acs.jcim.9b00615,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,,,source_recovery_needed
2026-08-11,W4206142808-a,10.1021/acs.inorgchem.1c02413,claude-opus-5,not_documented,unavailable,,,source_unavailable,21,,,source_recovery_needed
2026-08-11,W1854933703-a,10.1080/00268976.2015.1025880,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W1854933703-b,10.1080/00268976.2015.1025880,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W2113939091-a,10.1080/00268970110112327,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set,,source_recovery_needed
2026-08-11,W2911863594-a,10.1021/acs.jctc.8b01069,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,,,source_recovery_needed
2026-08-11,W3162021482-a,10.1002/ejic.202100524,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,basis_set,,source_recovery_needed
2026-08-11,W3162021482-b,10.1002/ejic.202100524,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,basis_set,,source_recovery_needed
2026-08-11,W1973403599-a,10.1002/jcc.20807,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W2746679464-a,10.1021/jacs.7b05569,claude-opus-5,not_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W2746679464-b,10.1021/jacs.7b05569,claude-opus-5,not_documented,exact_doi_text,doi,high,located,20,,,source_evidence_and_completeness_pass
2026-08-11,W3128393528-a,10.1002/ange.202017078,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2991329123-a,10.1021/acs.inorgchem.9b02432,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,basis_set,,source_recovery_needed
2026-08-11,W2617338100-a,10.1021/acs.inorgchem.6b02952,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W3005788843-a,10.1002/zaac.201900288,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,,,source_recovery_needed
2026-08-11,W4280619364-a,10.1063/5.0090129,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,basis_set;software,,source_recovery_needed
2026-08-11,W1535436850-a,10.1073/pnas.1001603107,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W1535436850-b,10.1073/pnas.1001603107,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W1535436850-c,10.1073/pnas.1001603107,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W1535436850-d,10.1073/pnas.1001603107,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2085771382-a,10.1002/qua.24250,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2153913404-a,10.1002/qua.20565,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,software,,source_recovery_needed
2026-08-11,W2153913404-b,10.1002/qua.20565,claude-opus-5,not_documented,unavailable,,,not_applicable,13,active_space_nel;active_space_norb;software,,source_recovery_needed
2026-08-11,W2153913404-c,10.1002/qua.20565,claude-opus-5,not_documented,unavailable,,,not_applicable,13,active_space_nel;active_space_norb;software,,source_recovery_needed
2026-08-11,W2153913404-d,10.1002/qua.20565,claude-opus-5,not_documented,unavailable,,,not_applicable,13,active_space_nel;active_space_norb;software,,source_recovery_needed
2026-08-11,W1995256991-a,10.1021/jp0509257,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W1995256991-b,10.1021/jp0509257,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W1995256991-c,10.1021/jp0509257,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W4361297978-a,10.1002/cphc.202300165,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,,,source_recovery_needed
2026-08-11,W2966203361-a,10.3390/magnetochemistry5030046,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,basis_set;software,,source_recovery_needed
2026-08-11,W2966203361-b,10.3390/magnetochemistry5030046,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,basis_set;software,,source_recovery_needed
2026-08-11,W2966203361-c,10.3390/magnetochemistry5030046,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,basis_set;software,,source_recovery_needed
2026-08-11,W2284127168-a,10.1021/jp902028g,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2292987758-a,10.1039/c6ob00204h,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W4388413748-a,10.1002/chem.202303300,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W4383303138-a,10.1002/cplu.202300273,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,,,source_recovery_needed
2026-08-11,W4383303138-b,10.1002/cplu.202300273,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,,,source_recovery_needed
2026-08-11,W4391360384-a,10.1002/ejic.202300598,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W2069152242-a,10.1002/jcc.23856,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,,,source_recovery_needed
2026-08-11,W1986158933-a,10.1002/qua.22391,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W3194321579-a,10.1021/acs.inorgchem.1c01860,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W3157582910-a,10.1039/d1dt01007g,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,basis_set;software,,source_recovery_needed
2026-08-11,W4389180090-a,10.1002/chem.202302970,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W3201157272-a,10.3390/photochem1020018,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W3201157272-b,10.3390/photochem1020018,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W2035436070-a,10.1080/00268976.2010.503666,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W2035436070-b,10.1080/00268976.2010.503666,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W2035436070-c,10.1080/00268976.2010.503666,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W4383302668-a,10.1111/php.13832,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,,,source_recovery_needed
2026-08-11,W4383302668-b,10.1111/php.13832,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,,,source_recovery_needed
2026-08-11,W3212026209-a,10.1021/acs.organomet.1c00516,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W3212026209-b,10.1021/acs.organomet.1c00516,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W3212026209-c,10.1021/acs.organomet.1c00516,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W3212026209-d,10.1021/acs.organomet.1c00516,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W4319946487-a,10.1002/ejic.202200774,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,basis_set;software,,source_recovery_needed
2026-08-11,W3094408344-a,10.1039/d0dt02747b,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W3157421356-a,10.1016/j.chemphys.2021.111226,claude-opus-5,not_documented,unavailable,,,source_unavailable,12,software,,source_recovery_needed
2026-08-11,W3157421356-b,10.1016/j.chemphys.2021.111226,claude-opus-5,not_documented,unavailable,,,source_unavailable,12,software,,source_recovery_needed
2026-08-11,W4280629462-a,10.3390/org3020007,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,,,source_recovery_needed
2026-08-11,W4408343890-a,10.3390/reactions6010021,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W4383711329-a,10.1021/acs.inorgchem.3c01068,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4383711329-b,10.1021/acs.inorgchem.3c01068,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4388722992-a,10.3390/magnetochemistry9110229,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W4407808071-a,10.1002/smll.202412283,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W4407808071-b,10.1002/smll.202412283,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W4407808071-c,10.1002/smll.202412283,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W4407808071-d,10.1002/smll.202412283,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,,,source_recovery_needed
2026-08-11,W3121447074-a,10.20944/preprints201611.0077.v1,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,software,,source_recovery_needed
2026-08-11,W4388456388-a,10.26434/chemrxiv-2023-xn5l3,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W4386690317-a,10.1002/ejoc.202300461,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W4386690317-b,10.1002/ejoc.202300461,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W4386690317-c,10.1002/ejoc.202300461,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W2166303160-a,10.1002/cphc.201402073,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W4212850856-a,10.1088/1674-1056/ac5607,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W1983762859-a,10.1088/1742-6596/388/2/022017,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,software,,source_recovery_needed
2026-08-11,W1983762859-b,10.1088/1742-6596/388/2/022017,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,software,,source_recovery_needed
2026-08-11,W4391138715-a,10.1021/acs.inorgchem.3c03236,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W4385611144-a,10.3390/cryst13081217,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set,,source_recovery_needed
2026-08-11,W4413480778-a,10.3390/magnetochemistry11090073,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,software,,source_recovery_needed
2026-08-11,W4406385640-a,10.1002/chem.202404546,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W4406385640-b,10.1002/chem.202404546,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W4382060087-a,10.3390/molecules28134994,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,software,,source_recovery_needed
2026-08-11,W2597419965-a,10.1021/acs.jpca.6b12448,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,software,,source_recovery_needed
2026-08-11,W4404375365-a,10.3390/chemistry6060085,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W4404375365-b,10.3390/chemistry6060085,claude-opus-5,not_documented,unavailable,,,not_applicable,14,active_space_nel;active_space_norb;basis_set;software,,source_recovery_needed
2026-08-11,W4404375365-c,10.3390/chemistry6060085,claude-opus-5,not_documented,unavailable,,,not_applicable,14,active_space_nel;active_space_norb;basis_set;software,,source_recovery_needed
2026-08-11,W4387974050-a,10.1002/qua.27257,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,software,,source_recovery_needed
2026-08-11,W4387974050-b,10.1002/qua.27257,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,software,,source_recovery_needed
2026-08-11,W4386467121-a,10.1002/jcc.27214,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,,,source_recovery_needed
2026-08-11,W4403485886-a,10.3390/reactions5040039,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4403485886-b,10.3390/reactions5040039,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4385706718-a,10.20944/preprints202308.0664.v1,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,basis_set;software,,source_recovery_needed
2026-08-11,W4407945420-a,10.1002/jcc.70045,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W4410510559-a,10.1021/acs.cgd.5c00037,claude-opus-5,not_documented,exact_doi_text,doi,high,located,18,basis_set;software,,manual_source_reread_needed
2026-08-11,W7160164708-a,10.3390/inorganics14050126,claude-opus-5,not_documented,unavailable,,,not_applicable,13,active_space_nel;active_space_norb;software,,source_recovery_needed
2026-08-11,W2939577324-a,10.3390/inorganics7040052,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,basis_set;software,,source_recovery_needed
2026-08-11,W2939577324-b,10.3390/inorganics7040052,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4414021862-a,10.1002/poc.70035,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4414021862-b,10.1002/poc.70035,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4414021862-c,10.1002/poc.70035,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4394624704-a,10.1088/1742-6596/2734/1/012052,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set,,source_recovery_needed
2026-08-11,W4392390594-a,10.1002/vjch.202300355,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W4392390594-b,10.1002/vjch.202300355,claude-opus-5,not_documented,unavailable,,,source_unavailable,13,basis_set;software,,source_recovery_needed
2026-08-11,W2794634033-a,10.1155/2018/9802369,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,software,,source_recovery_needed
2026-08-11,W4411624867-a,10.3390/inorganics13070214,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W3172993499-a,10.1002/ejic.202100465,claude-opus-5,not_documented,unavailable,,,source_unavailable,19,basis_set,,source_recovery_needed
2026-08-11,W2416648101-a,10.1039/c6sc01469k,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set,,source_recovery_needed
2026-08-11,W3138622994-a,10.1002/anie.202103596,claude-opus-5,not_documented,unavailable,,,source_unavailable,22,,,source_recovery_needed
2026-08-11,W3138622994-b,10.1002/anie.202103596,claude-opus-5,not_documented,unavailable,,,source_unavailable,22,,,source_recovery_needed
2026-08-11,W3138622994-c,10.1002/anie.202103596,claude-opus-5,not_documented,unavailable,,,source_unavailable,22,,,source_recovery_needed
2026-08-11,W7166012864-a,10.1021/acs.jpca.5c07741,claude-opus-5,not_documented,exact_doi_text,doi,high,located,13,software,,manual_source_reread_needed
2026-08-11,W7166012864-b,10.1021/acs.jpca.5c07741,claude-opus-5,not_documented,exact_doi_text,doi,high,located,14,software,,manual_source_reread_needed
2026-08-11,W7166012864-c,10.1021/acs.jpca.5c07741,claude-opus-5,not_documented,exact_doi_text,doi,high,located,14,software,,manual_source_reread_needed
2026-08-11,W2215624575-a,10.18297/etd/782,claude-opus-5,not_documented,exact_doi_text,doi,high,located,18,basis_set;software,,manual_source_reread_needed
2026-08-11,W3010246226-a,10.18297/etd/3316,claude-opus-5,not_documented,exact_doi_text,doi,high,located,17,software,,manual_source_reread_needed
2026-08-11,W2913961631-a,10.1039/c9cp00105k,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,basis_set;software,,source_recovery_needed
2026-08-11,W2913961631-b,10.1039/c9cp00105k,claude-opus-5,not_documented,unavailable,,,source_unavailable,14,basis_set;software,,source_recovery_needed
2026-08-11,W2321893305-a,10.1021/ja308146e,claude-opus-5,not_documented,unavailable,,,source_unavailable,20,basis_set,,source_recovery_needed
2026-08-11,W4240227765-a,10.1002/ange.201903681,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W2884186545-a,10.1021/acs.inorgchem.8b01450,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W2884186545-b,10.1021/acs.inorgchem.8b01450,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,software,,source_recovery_needed
2026-08-11,W2901166646-a,10.1021/acs.inorgchem.8b02278,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W2097764239-a,10.1002/jcc.24221,claude-opus-5,not_documented,exact_doi_text,doi,medium,not_machine_located,15,,,manual_source_reread_needed
2026-08-11,W2097764239-b,10.1002/jcc.24221,claude-opus-5,not_documented,exact_doi_text,doi,medium,not_machine_located,18,,,manual_source_reread_needed
2026-08-11,W2097764239-c,10.1002/jcc.24221,claude-opus-5,not_documented,exact_doi_text,doi,medium,not_machine_located,17,,,manual_source_reread_needed
2026-08-11,W4293105066-a,10.1002/chem.202201883,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W4293105066-b,10.1002/chem.202201883,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,basis_set;software,,source_recovery_needed
2026-08-11,W3207003766-a,10.1002/chem.202102383,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,basis_set;software,,source_recovery_needed
2026-08-11,W2060789838-a,10.1016/j.chemphys.2004.01.017,claude-opus-5,not_documented,unavailable,,,source_unavailable,17,basis_set;software,,source_recovery_needed
2026-08-11,W3048769630-a,10.1039/d0sc02294b,claude-opus-5,not_documented,unavailable,,,source_unavailable,18,,,source_recovery_needed
2026-08-11,W4223935424-a,10.1002/jcc.26856,claude-opus-5,not_documented,unavailable,,,symbolic_or_partial,11,active_space_nel;basis_set;software,partial_active_pair,schema_followup
2026-08-11,W1972987768-a,10.1021/jp910220r,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,,,source_recovery_needed
2026-08-11,W1972987768-b,10.1021/jp910220r,claude-opus-5,not_documented,unavailable,,,source_unavailable,15,,,source_recovery_needed
2026-08-11,W2040593414-a,10.1021/ja8029416,claude-opus-5,not_documented,unavailable,,,not_applicable,13,active_space_nel;active_space_norb;software,,source_recovery_needed
2026-08-11,W2624114553-a,10.1016/j.cplett.2017.05.061,claude-opus-5,not_documented,unavailable,,,not_applicable,13,active_space_nel;active_space_norb;basis_set;software,,source_recovery_needed
2026-08-11,W1984166883-a,10.1016/j.cplett.2004.03.026,claude-opus-5,not_documented,unavailable,,,symbolic_or_partial,15,active_space_nel;software,partial_active_pair,schema_followup
2026-08-11,W3113154759-a,10.1002/cphc.202000926,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W3113154759-b,10.1002/cphc.202000926,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W3113154759-c,10.1002/cphc.202000926,claude-opus-5,not_documented,unavailable,,,source_unavailable,16,software,,source_recovery_needed
2026-08-11,W3120113734-a,10.1021/acs.jpca.0c08029,claude-opus-5,not_documented,unavailable,,,not_applicable,10,active_space_nel;active_space_norb;active_space_orbital_description;basis_set;software,,source_recovery_needed
