doi,open_access,oa_status,oa_url,openalex_id,checked
10.1016/s0009-2614(02)00429-3,yes,green,https://estudogeral.uc.pt/bitstream/10316/5190/1/file3f7162e2029b4d559d4b534b22fc8d86.pdf,W2073777490,2026-08-08T00:16:47Z
10.1016/s0009-2614(99)00711-3,yes,green,http://hdl.handle.net/11858/00-001M-0000-0012-FA58-E,W2069788998,2026-08-08T00:16:47Z
10.1016/s0301-0104(02)00966-7,yes,green,,W1975937059,2026-08-08T00:16:47Z
10.1016/s0301-0104(96)00216-9,yes,green,https://archive-ouverte.unige.ch/unige:2814,W2509256517,2026-08-08T00:16:47Z
10.1016/s1387-1811(99)00267-x,yes,green,http://dspace.library.uu.nl:8080/handle/1874/21160,W1976066497,2026-08-08T00:16:47Z
10.1021/acs.cgd.2c01234,yes,green,https://hal.science/hal-03972925v1/document,W4316653938,2026-08-08T00:16:47Z
10.1021/acs.cgd.2c01388,yes,green,https://hal.science/hal-04240431/document,W4322492721,2026-08-08T00:16:47Z
10.1021/acs.cgd.5c00037,yes,bronze,https://pubs.acs.org/doi/pdf/10.1021/acs.cgd.5c00037,W4410510559,2026-08-08T00:16:47Z
10.1021/acs.cgd.5c00236,no,closed,,W4412961281,2026-08-08T00:16:47Z
10.1021/acs.cgd.5c00337,no,closed,,W4410603616,2026-08-08T00:16:47Z
10.1021/acs.cgd.5c01058,no,closed,,W4415606929,2026-08-08T00:16:47Z
10.1021/acs.cgd.6c00297,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.cgd.6c00297?ref=article_openPDF,W7161699461,2026-08-08T00:16:47Z
10.1021/acs.cgd.9b01150,yes,green,https://univ-angers.hal.science/hal-02913398,W3001267591,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.0c02956,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.0c02956,W3112600109,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.1c01519,yes,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC10078988/pdf/nihms-1876421.pdf,W4200567221,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.1c01860,yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/9106389,W3194321579,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.1c02374,yes,green,https://www.osti.gov/servlets/purl/2479712,W3212917821,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.1c02413,yes,green,https://researchportal.bath.ac.uk/en/publications/e9939432-53d1-4eb1-8f74-6da3843849b6,W4206142808,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.1c03005,yes,green,https://www.osti.gov/servlets/purl/1993578,W4225793172,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.1c03011,yes,hybrid,https://doi.org/10.1021/acs.inorgchem.1c03011,W4200552429,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.2c00065,yes,green,https://flore.unifi.it/bitstream/2158/1295871/1/acs.inorgchem.2c00065.pdf,W4221087017,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.2c02903,yes,green,https://www.osti.gov/servlets/purl/1908159,W4313488971,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.2c03716,yes,green,https://www.osti.gov/servlets/purl/2928632,W4313453252,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.3c00536,yes,green,https://cea.hal.science/cea-04146130v1/file/Article_MS2-V6.pdf,W4382198385,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.3c01068,yes,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC11071007/pdf/nihms-1980647.pdf,W4383711329,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.3c01779,yes,green,https://www.osti.gov/servlets/purl/2228841,W4385933044,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.3c01959,yes,hybrid,https://doi.org/10.1021/acs.inorgchem.3c01959,W4386019501,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.3c02916,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.3c02916,W4387440665,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.3c03236,yes,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC12183555/pdf/nihms-2004766.pdf,W4391138715,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.3c03813,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.3c03813?ref=article_openPDF,W4390706623,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.4c00435,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.4c00435,W4394568875,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.4c00731,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.4c00731,W4396861216,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.4c01901,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.4c01901?ref=article_openPDF,W4402117967,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.4c02752,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.4c02752?ref=article_openPDF,W4403300641,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.4c03281,yes,hybrid,https://doi.org/10.1021/acs.inorgchem.4c03281,W4404259386,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.4c03924,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.4c03924?ref=article_openPDF,W4408706920,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.4c04570,yes,bronze,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.4c04570,W4407561967,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5b01033,yes,green,https://research-repository.st-andrews.ac.uk/bitstream/10023/9058/1/Woolllins_2015_IC_Synthesis_AM.pdf,W2411007054,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5b01505,yes,green,https://www.osti.gov/servlets/purl/1224166,W2267960904,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5b02920,yes,green,https://lirias.kuleuven.be/handle/123456789/534146,W2285730778,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c01823,no,closed,,W4412203161,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c02059,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.5c02059?ref=article_openPDF,W4412656643,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c02481,no,closed,,W4413849878,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c02893,no,closed,,W4415982472,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c02908,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.5c02908?ref=article_openPDF,W4414921104,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c03327,no,closed,,W4413005179,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c03532,no,closed,,W4415341061,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c03729,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.5c03729?ref=article_openPDF,W4416326662,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c03903,no,closed,,W4417274606,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c03929,no,closed,,W4414553927,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c03943,no,closed,,W4416178400,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.5c05241,no,closed,,W7128546380,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.6b01544,yes,green,https://www.osti.gov/biblio/1341566,W2560769476,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.6b02291,yes,green,https://eprints.soton.ac.uk/407464/1/PARASHIFTProbes_revised.pdf,W2593530371,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.6b02720,yes,green,https://e-space.mmu.ac.uk/618278/3/Manuscript_Co2Ln2_KRV%20ksm%20a_SL%20FINAL%20%281%29.pdf,W2589029542,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.6b02952,yes,green,https://univ-rennes.hal.science/hal-01544247,W2617338100,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.6c01030,no,closed,,W7163070452,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.7b00512,yes,green,https://www.osti.gov/servlets/purl/1348217,W2604587228,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.7b00664,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.7b00664,W2608024895,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.7b00701,yes,green,https://diposit.ub.edu/dspace/bitstream/2445/142918/1/673807.pdf,W2735840947,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.7b00877,yes,green,https://diposit.ub.edu/dspace/bitstream/2445/154604/1/673808.pdf,W2644611874,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.7b02608,yes,green,https://e-space.mmu.ac.uk/619918/1/Revision_Mn3Ln2_IC_KRV%20ksm_8th%20dec.pdf,W2782108131,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.8b00427,yes,green,https://diposit.ub.edu/dspace/bitstream/2445/154822/1/681814.pdf,W2803762822,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.8b01450,yes,green,https://www.osti.gov/biblio/1631597,W2884186545,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.8b01688,yes,green,https://diposit.ub.edu/dspace/bitstream/2445/154825/1/685745.pdf,W2898546387,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.8b02278,yes,green,https://hdl.handle.net/20.500.12733/1664443,W2901166646,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.8b02700,yes,green,https://www.osti.gov/servlets/purl/1566500,W2901992149,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.8b02800,yes,green,https://www.osti.gov/servlets/purl/1566502,W2905378067,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.8b02830,yes,green,https://univ-rennes.hal.science/hal-01976516,W2904291814,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.8b03566,yes,green,https://www.osti.gov/biblio/1566507,W2916091728,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.9b00437,yes,green,http://hdl.handle.net/10017/38390,W2932621127,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.9b00864,yes,green,https://univ-rennes.hal.science/hal-02280836,W2965167068,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.9b02096,yes,green,https://arxiv.org/pdf/1906.03157,W2981148536,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.9b02195,yes,hybrid,https://doi.org/10.1021/acs.inorgchem.9b02195,W2991612980,2026-08-08T00:16:47Z
10.1021/acs.inorgchem.9b02432,yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/6956612,W2991329123,2026-08-08T00:16:47Z
10.1021/acs.jcim.9b00615,yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/7101466,W2999223469,2026-08-08T00:16:47Z
10.1021/acs.jctc.0c00341,yes,green,https://www.osti.gov/biblio/1808600,W3094235544,2026-08-08T00:16:47Z
10.1021/acs.jctc.0c00470,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.0c00470,W3045841699,2026-08-08T00:16:47Z
10.1021/acs.jctc.0c00613,yes,green,https://arxiv.org/pdf/2004.04205,W3015435412,2026-08-08T00:16:47Z
10.1021/acs.jctc.0c00681,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.0c00681,W3081621137,2026-08-08T00:16:47Z
10.1021/acs.jctc.0c01191,yes,green,https://arxiv.org/pdf/2011.06040,W3105279903,2026-08-08T00:16:47Z
10.1021/acs.jctc.1c00327,yes,hybrid,https://doi.org/10.1021/acs.jctc.1c00327,W3140850877,2026-08-08T00:16:47Z
10.1021/acs.jctc.1c00344,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.1c00344,W3155252210,2026-08-08T00:16:47Z
10.1021/acs.jctc.1c00566,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.1c00566,W4206978999,2026-08-08T00:16:47Z
10.1021/acs.jctc.1c00589,yes,green,http://europepmc.org/pmc/articles/PMC8444347,W3197343847,2026-08-08T00:16:47Z
10.1021/acs.jctc.1c00830,yes,green,https://arxiv.org/pdf/2105.01754,W4205703165,2026-08-08T00:16:47Z
10.1021/acs.jctc.1c00915,yes,green,https://www.osti.gov/servlets/purl/1962827,W3211972474,2026-08-08T00:16:47Z
10.1021/acs.jctc.1c01048,yes,green,https://www.osti.gov/servlets/purl/1962830,W4226357349,2026-08-08T00:16:47Z
10.1021/acs.jctc.1c01115,yes,green,https://www.osti.gov/servlets/purl/1875663,W4221104479,2026-08-08T00:16:47Z
10.1021/acs.jctc.2c00059,yes,hybrid,https://doi.org/10.1021/acs.jctc.2c00059,W4229027103,2026-08-08T00:16:47Z
10.1021/acs.jctc.2c00194,yes,green,https://www.osti.gov/servlets/purl/2478533,W4280545479,2026-08-08T00:16:47Z
10.1021/acs.jctc.2c00221,yes,hybrid,https://doi.org/10.1021/acs.jctc.2c00221,W4280645434,2026-08-08T00:16:47Z
10.1021/acs.jctc.2c00302,yes,green,https://hdl.handle.net/10550/104893,W4295512296,2026-08-08T00:16:47Z
10.1021/acs.jctc.2c00368,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.2c00368,W4287378460,2026-08-08T00:16:47Z
10.1021/acs.jctc.2c01316,no,closed,,W4384924163,2026-08-08T00:16:47Z
10.1021/acs.jctc.3c00123,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.3c00123,W4367174413,2026-08-08T00:16:47Z
10.1021/acs.jctc.3c00137,yes,hybrid,https://doi.org/10.1021/acs.jctc.3c00137,W4362457883,2026-08-08T00:16:47Z
10.1021/acs.jctc.3c00175,no,closed,,W4378974680,2026-08-08T00:16:47Z
10.1021/acs.jctc.3c00393,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.3c00393,W4383896191,2026-08-08T00:16:47Z
10.1021/acs.jctc.3c00577,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.3c00577,W4387949145,2026-08-08T00:16:47Z
10.1021/acs.jctc.3c00879,yes,green,https://hal.science/hal-04291568/document,W4388500375,2026-08-08T00:16:47Z
10.1021/acs.jctc.3c00908,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.3c00908,W4388485122,2026-08-08T00:16:47Z
10.1021/acs.jctc.3c01375,no,closed,,W4399073243,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c00092,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.4c00092,W4393928422,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c00212,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.4c00212,W4399433893,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c00388,yes,green,https://arxiv.org/pdf/2403.17836,W4393248043,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c00468,yes,green,https://arxiv.org/pdf/2404.06189,W4394709454,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c00578,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.4c00578,W4401413916,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c00623,yes,green,https://escholarship.org/content/qt0766r05r/qt0766r05r.pdf?t=sicwe5,W4401210100,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c00855,yes,green,https://hal.science/hal-05288272/document,W4402234729,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c01125,yes,green,https://ricerca.sns.it/bitstream/11384/148923/1/JCTC_CASSCF_FQ-8.pdf,W4404327395,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c01462,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.4c01462?ref=article_openPDF,W4406526110,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c01473,no,closed,,W4406485972,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c01696,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.4c01696?ref=article_openPDF,W4408349284,2026-08-08T00:16:47Z
10.1021/acs.jctc.4c01735,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.4c01735?ref=article_openPDF,W4409169696,2026-08-08T00:16:47Z
10.1021/acs.jctc.5b00429,yes,green,https://arxiv.org/pdf/1505.02346,W2301680452,2026-08-08T00:16:47Z
10.1021/acs.jctc.5b00754,yes,green,https://arxiv.org/pdf/1508.01461,W2201791752,2026-08-08T00:16:47Z
10.1021/acs.jctc.5b00861,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.5b00861,W2323292453,2026-08-08T00:16:47Z
10.1021/acs.jctc.5b00894,yes,hybrid,https://doi.org/10.1021/acs.jctc.5b00894,W2228357487,2026-08-08T00:16:47Z
10.1021/acs.jctc.5b01225,yes,green,https://arxiv.org/pdf/1512.08137,W2279035142,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c00190,no,closed,,W4410496829,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c00519,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.5c00519?ref=article_openPDF,W4412068435,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c00582,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.5c00582,W4410804144,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c00899,yes,green,https://arxiv.org/pdf/2506.03304,W4413257160,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c01276,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.5c01276?ref=article_openPDF,W7117361644,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c01321,no,closed,,W4415705632,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c01327,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.5c01327?ref=article_openPDF,W4416508563,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c01336,no,closed,,W4414624827,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c01411,no,closed,,W4415583672,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c01695,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.5c01695?ref=article_openPDF,W7125243526,2026-08-08T00:16:47Z
10.1021/acs.jctc.5c02119,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.5c02119?ref=article_openPDF,W7130513207,2026-08-08T00:16:47Z
10.1021/acs.jctc.6b00609,yes,green,https://pubs.acs.org/doi/10.1021/acs.jctc.6b00609,W2496860491,2026-08-08T00:16:47Z
10.1021/acs.jctc.6b00646,yes,green,https://arxiv.org/pdf/1606.08032,W2463145035,2026-08-08T00:16:47Z
10.1021/acs.jctc.6b00778,yes,hybrid,https://doi.org/10.1021/acs.jctc.6b00778,W2520021794,2026-08-08T00:16:47Z
10.1021/acs.jctc.6b00915,yes,green,https://amu.hal.science/hal-02288755,W2562164133,2026-08-08T00:16:47Z
10.1021/acs.jctc.6b01149,yes,hybrid,https://doi.org/10.1021/acs.jctc.6b01149,W2607948809,2026-08-08T00:16:47Z
10.1021/acs.jctc.7b00379,yes,green,https://arxiv.org/pdf/1709.08052,W2745011718,2026-08-08T00:16:47Z
10.1021/acs.jctc.7b00505,yes,green,https://arxiv.org/pdf/1807.08992,W2741376790,2026-08-08T00:16:47Z
10.1021/acs.jctc.7b00735,yes,hybrid,https://doi.org/10.1021/acs.jctc.7b00735,W2753141982,2026-08-08T00:16:47Z
10.1021/acs.jctc.7b00900,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.7b00900,W2746979517,2026-08-08T00:16:47Z
10.1021/acs.jctc.7b00989,yes,green,https://www.osti.gov/biblio/1468299,W2788141143,2026-08-08T00:16:47Z
10.1021/acs.jctc.7b01035,yes,green,https://researchportal.bath.ac.uk/en/publications/52f332f3-0782-4c0b-a653-dd3364c8df31,W2772758820,2026-08-08T00:16:47Z
10.1021/acs.jctc.7b01072,yes,green,https://arxiv.org/pdf/1802.03134,W2787215940,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b00022,yes,green,https://arxiv.org/pdf/1801.01057,W2782019714,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b00050,yes,green,https://lirias.kuleuven.be/handle/123456789/648589,W2803324132,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b00613,yes,green,https://arxiv.org/pdf/1806.09166,W2811226563,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b00910,yes,green,https://arxiv.org/pdf/1809.02151,W2890466838,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b00969,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.8b00969,W2910527051,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b00988,no,closed,,W2892752186,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b01069,yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/7096677,W2911863594,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b01205,yes,green,https://arxiv.org/pdf/1811.12861,W2903558328,2026-08-08T00:16:47Z
10.1021/acs.jctc.8b01277,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.8b01277,W2914180558,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00282,yes,green,https://dspace.lboro.ac.uk/2134/37771,W2943191843,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00325,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.9b00325,W2947767018,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00370,yes,green,https://lirias.kuleuven.be/retrieve/6f2437eb-7dda-41fc-b2e3-c4d972ee80d3,W2954895401,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00396,yes,green,https://amu.hal.science/hal-02288616,W2948407800,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00534,yes,green,https://arxiv.org/pdf/1905.13316,W2965070608,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00762,yes,green,https://arxiv.org/pdf/1907.10180,W2962783605,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00917,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jctc.9b00917,W3016981447,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00925,yes,green,https://arxiv.org/pdf/1910.04611.pdf,W2983740210,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b00969,yes,green,https://arxiv.org/pdf/1905.01558,W2989131566,2026-08-08T00:16:47Z
10.1021/acs.jctc.9b01255,yes,green,https://arxiv.org/pdf/1912.08379,W2996644751,2026-08-08T00:16:47Z
10.1021/acs.joc.0c00222,yes,hybrid,https://doi.org/10.1021/acs.joc.0c00222,W3004602927,2026-08-08T00:16:47Z
10.1021/acs.joc.3c02103,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.joc.3c02103,W4390345854,2026-08-08T00:16:47Z
10.1021/acs.joc.6b02460,yes,green,http://hdl.handle.net/1822/13108,W27788323,2026-08-08T00:16:47Z
10.1021/acs.joc.6c01030,yes,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC13339623/,W7165173266,2026-08-08T00:16:47Z
10.1021/acs.joc.7b02715,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.joc.7b02715,W2787467550,2026-08-08T00:16:47Z
10.1021/acs.joc.8b02984,yes,green,http://hdl.handle.net/11336/125147,W2920120853,2026-08-08T00:16:47Z
10.1021/acs.joc.9b01197,yes,green,,W2958737176,2026-08-08T00:16:47Z
10.1021/acs.jpca.0c08029,yes,green,http://rua.ua.es/dspace/bitstream/10045/112549/5/Sanz-Rodrigo_etal_2021_JPhysChemA_preprint.pdf,W3120113734,2026-08-08T00:16:47Z
10.1021/acs.jpca.1c01545,yes,green,https://www.osti.gov/biblio/1843950,W3157233730,2026-08-08T00:16:47Z
10.1021/acs.jpca.1c04595,yes,hybrid,https://doi.org/10.1021/acs.jpca.1c04595,W3205842283,2026-08-08T00:16:47Z
10.1021/acs.jpca.1c05409,yes,green,https://www.osti.gov/servlets/purl/1821610,W3197593438,2026-08-08T00:16:47Z
10.1021/acs.jpca.1c06390,yes,green,https://ocu-omu.repo.nii.ac.jp/records/2020525,W3198558532,2026-08-08T00:16:47Z
10.1021/acs.jpca.1c06402,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.1c06402,W3211156757,2026-08-08T00:16:47Z
10.1021/acs.jpca.1c07108,no,closed,,W4200113171,2026-08-08T00:16:47Z
10.1021/acs.jpca.1c09150,yes,green,https://scholarworks.montana.edu/xmlui/handle/1/480,W34756038,2026-08-08T00:16:47Z
10.1021/acs.jpca.2c02480,yes,green,https://arxiv.org/pdf/2204.05098,W4223510623,2026-08-08T00:16:47Z
10.1021/acs.jpca.2c03314,yes,hybrid,https://doi.org/10.1021/acs.jpca.2c03314,W4294840110,2026-08-08T00:16:47Z
10.1021/acs.jpca.2c03783,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.2c03783,W4288441817,2026-08-08T00:16:47Z
10.1021/acs.jpca.2c04816,yes,hybrid,https://doi.org/10.1021/acs.jpca.2c04816,W4308284274,2026-08-08T00:16:47Z
10.1021/acs.jpca.2c08158,yes,green,https://www.osti.gov/servlets/purl/1993575,W4362506558,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c00485,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.3c00485,W4362506709,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c00766,yes,green,https://hal.science/hal-04103363/document,W4361190869,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c02360,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.3c02360,W4378746524,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c04226,yes,green,https://cris.unibo.it/bitstream/11585/954257/1/IRIS_JPCC_Merocyanine_excitation_energy_revision_06102023.pdf,W4388655842,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c05559,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.3c05559,W4387745042,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c05741,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.3c05741,W4388283044,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c06310,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.3c06310,W4393008544,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c06512,yes,hybrid,https://doi.org/10.1021/acs.jpca.3c06512,W4391844958,2026-08-08T00:16:47Z
10.1021/acs.jpca.3c08043,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.3c08043,W4392286312,2026-08-08T00:16:47Z
10.1021/acs.jpca.4c02697,no,closed,,W39020525,2026-08-08T00:16:47Z
10.1021/acs.jpca.4c04148,yes,green,https://archive-ouverte.unige.ch/unige:184257,W4402765243,2026-08-08T00:16:47Z
10.1021/acs.jpca.4c04639,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.4c04639?ref=article_openPDF,W4406827470,2026-08-08T00:16:47Z
10.1021/acs.jpca.4c06150,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.4c06150?ref=article_openPDF,W4405023720,2026-08-08T00:16:47Z
10.1021/acs.jpca.4c06466,yes,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.4c06466?ref=article_openPDF,W4404763365,2026-08-08T00:16:47Z
