tier,key,doi,title,status,rows,rows_with_gaps,priority_score,missing_nel,missing_norb,missing_orbital_description,missing_basis_set,missing_software,mining_model,text_available,si_fetched
B-basis-orbitals,W2012822097,10.1063/1.4752411,Assessment of density functional theory for iron(II) molecules across the spin-crossover transition,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2012960076,10.1063/1.3432764,Intramolecular charge ordering in the multi molecular orbital system (TTM-TTP)I3,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2020659146,10.1063/1.1810135,Multireference calculations of the phosphorescence and photodissociation of chlorobenzene,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2023522154,10.1021/om300876b,"Thermal Dihydrogen Elimination from Cp*<sub>2</sub>Yb(4,5-diazafluorene)",extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2031310230,10.1039/c5cp00101c,Excited-state intramolecular proton transfer to carbon atoms: nonadiabatic surface-hopping dynamics simulation,extracted_partial,1,1,3,0,0,1,0,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2041834598,10.1063/1.3292572,Electronic structure and spin coupling of the manganese dimer: The state of the art of <i>ab initio</i> approa,extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W2042859255,10.1039/c4cp05751a,The electronic states of a double carbon vacancy defect in pyrene: a model study for graphene,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2044560135,10.5012/bkcs.2014.35.5.1511,"CASPT2 Study on the Low-lying Electronic States of 1,3,5-C<sub>6</sub>H<sub>3</sub>Cl<sub>3</sub><sup>+</sup>I",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2052831922,10.1039/c4cp04593a,Photodesorption of water from rutile(110): ab initio calculation of five-dimensional potential energy surfaces,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2060789838,10.1016/j.chemphys.2004.01.017,"Absorption and magnetic circular dichroism (MCD) studies of 1,4,5,8-naphthalenetetracarboxy diimides in terms ",extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2062520175,10.1002/qua.22145,Theoretical electronic studies of aluminum monobromide and aluminum monoiodide,extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W2079780924,10.1063/1.449649,"On 3<i>d</i> bonding in the transition metal trimers: The electronic structure of equilateral triangle Ca3, Sc",extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2110275123,10.1021/jacs.5b00382,Mechanism of Oxidation of Ethane to Ethanol at Iron(IV)–Oxo Sites in Magnesium-Diluted Fe<sub>2</sub>(dobdc),extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2119983744,10.1063/1.473161,Theoretical characterization of the low-lying excited states of the CuCl molecule,extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W2166303160,10.1002/cphc.201402073,Conical Intersections and Low‐Lying Electronic States of Tetrafluoroethylene,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2215624575,10.18297/etd/782,Computational modelling of chemical reactions catalyzed by cobalamin (B12)-dependent enzymes : mechanistic ins,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2405190963,10.1038/srep26768,Intersystem crossing-branched excited-state intramolecular proton transfer for o-nitrophenol: An ab initio on-,extracted_partial,1,1,3,0,0,1,0,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2516345736,10.1039/c6dt02537d,Muffin-like lanthanide complexes with an N <sub>5</sub> O <sub>2</sub> -donor macrocyclic ligand showing field,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2559947911,10.1021/acs.jpclett.6b02517,Energy Ordering of Molecular Orbitals,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2584411359,10.1038/ncomms14137,The inverse-trans-influence in tetravalent lanthanide and actinide bis(carbene) complexes,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2606848775,10.1002/chem.201701058,Electronic g Tensors in U<sup>V</sup> Complexes–A Computational Study,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2619410558,10.1063/1.4983813,Dissociation cross sections for N2 + N → 3N and O2 + O → 3O using the QCT method,extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2715071205,10.1021/acsomega.7b00380,"Mechanistic Study for the Photochemical Reactions of d<sup>6</sup> M(CO)<sub>5</sub>(CS) (M = Cr, Mo, and W) C",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2740897582,10.1107/s2052520617008083,Insights on spin delocalization and spin polarization mechanisms in crystals of azido copper(II) dinuclear com,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2741376790,10.1021/acs.jctc.7b00505,Theoretical S<sub>1</sub> ← S<sub>0</sub> Absorption Energies of the Anionic Forms of Oxyluciferin by Variatio,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2751369035,10.1021/acsomega.7b00766,"Mechanistic Investigations of the Photochemical Isomerizations of [(CO)<sub>5</sub>MC(Me)(OMe)] (M = Cr, Mo, a",extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2767057727,10.1039/c7dt03441e,Crystal structures and magnetic properties of two series of phenoxo- <i>O</i> bridged dinuclear Ln <sub>2</sub,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2770867823,10.3390/ma10121342,Phenylazopyridine as Switch in Photochemical Reactions. A Detailed Computational Description of the Mechanism ,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2774720784,10.1039/c7sc05034h,How to tame a palladium terminal oxo,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2787329441,10.1039/c7cp08472b,Control of triplet state generation in heavy atom-free BODIPY–anthracene dyads by media polarity and structura,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2792632729,10.1038/s41557-018-0014-y,Evidence for a vibrational phase-dependent isotope effect on the photochemistry of vision,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2793033962,10.1002/chem.201705316,Iron Precatalysts with Bulky Tri(<i>tert</i>‐butyl)cyclopentadienyl Ligands for the Dehydrocoupling of Dimethy,extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2802934091,10.1021/acs.jpclett.8b00698,Evolution of the Excitonic State of DNA Stacked Thymines: Intrabase ππ* → S<sub>0</sub> Decay Paths Account fo,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2899607422,10.1039/c8sc02599a,Reduction of CO <sub>2</sub> by a masked two-coordinate cobalt( <scp>i</scp> ) complex and characterization of,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2901166646,10.1021/acs.inorgchem.8b02278,Switching the Spin-Crossover Phenomenon by Ligand Design on Imidazole–Diazineiron(II) Complexes,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2932621127,10.1021/acs.inorgchem.9b00437,The Puzzling Monopentamethylcyclopentadienyltitanium(III) Dichloride Reagent: Structure and Properties,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2937798275,10.1038/s41557-019-0252-7,"The photochemical ring-opening of 1,3-cyclohexadiene imaged by ultrafast electron diffraction",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2943222633,10.1002/qua.25983,Modeling the electronic structures of the ground and excited states of the ytterbium atom and the ytterbium di,extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W2944554441,10.1002/cptc.201900056,Diabatization by Localization in the Framework of Configuration Interaction Based on Floating Occupation Molec,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2963067806,10.1021/acs.jpca.9b03708,Multireference Ab Initio Studies of Magnetic Properties of Terbium-Based Single-Molecule Magnets,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2965070608,10.1021/acs.jctc.9b00534,Singlet–Triplet Energy Gaps of Organic Biradicals and Polyacenes with Auxiliary-Field Quantum Monte Carlo,extracted_partial,1,1,3,0,0,1,0,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2981075862,10.1021/acs.jpclett.9b02815,"Cyclo[18]carbon: Insight into Electronic Structure, Aromaticity, and Surface Coupling",extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W2991612980,10.1021/acs.inorgchem.9b02195,Purely Spectroscopic Determination of the Spin Hamiltonian Parameters in High-Spin Six-Coordinated Cobalt(II) ,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W2995293418,10.1021/jacs.9b11715,Ligand Redox Noninnocence in [Co <sup>III</sup> (TAML)] <sup>0/–</sup> Complexes Affects Nitrene Formation,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3015531885,10.48550/arxiv.2004.05845,Simulating X-ray absorption spectra with CASSCF linear response methods,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3019275772,10.1002/qua.26254,Theoretical examination of covalency in berkelium(<scp>IV</scp>) carbonate complexes,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3036016487,10.1038/s41467-020-16909-y,Deazaflavin reductive photocatalysis involves excited semiquinone radicals,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3042494034,10.1038/s41586-020-2479-2,Compression of curium pyrrolidine-dithiocarbamate enhances covalency,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3046349162,10.1039/d0cp04056h,Electrically tuned hyperfine spectrum in neutral Tb( <scp>ii</scp> )(Cp <sup>iPr5</sup> ) <sub>2</sub> single-,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3088123821,10.1002/cphc.202000547,"Electronic Transitions in Different Redox States of Trinuclear 5,6,11,12,17,18‐Hexaazatrinaphthylene‐Bridged T",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3092159548,10.1002/qua.26454,"Chemical insights into the electronic structure of Fe( <scp>II</scp> ) porphyrin using <scp>FCIQMC</scp> , <sc",extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W3094408344,10.1039/d0dt02747b,"Field-induced SIM behaviour of a Co( <scp>ii</scp> ) complex with a 1,1′-diacetylferrocene-derived ligand",extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W3133990202,10.1039/d0dt04168h,Hydroxido supported and differently networked octanuclear Ni <sub>6</sub> Ln <sub>2</sub> [Ln = Gd <sup>III</s,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3157582910,10.1039/d1dt01007g,Tetrairon( <scp>ii</scp> ) extended metal atom chains as single-molecule magnets,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W3161135093,10.3389/fchem.2021.664693,Computational Characterization of Astrophysical Species: The Case of Noble Gas Hydride Cations,extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W3184911769,10.21883/os.2021.10.51492.2427-21,Идентификация продуктов реакции комплексов железа по колебательному спектру на примере гидроксокатиона железа ,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3193740228,10.1002/chem.202102572,Rational Design of a Confacial Pentaoctahedron: Anisotropic Exchange in a Linear Zn<sup>II</sup>Fe<sup>III</su,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W3194321579,10.1021/acs.inorgchem.1c01860,High Magnetic Anisotropy of a Square-Planar Iron-Carbene Complex,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W3207003766,10.1002/chem.202102383,Control of Protonated Schiff Base Excited State Decay within Visual Protein Mimics: A Unified Model for Retina,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W3216230773,10.1021/acs.jpclett.1c03229,Excited States of Crystalline Point Defects with Multireference Density Matrix Embedding Theory,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4200089368,10.1038/s41467-021-27576-y,Creation of an unexpected plane of enhanced covalency in cerium(III) and berkelium(III) terpyridyl complexes,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4213333472,10.3390/molecules27030912,The Adsorption of Small Molecules on the Copper Paddle-Wheel: Influence of the Multi-Reference Ground State,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4220717888,10.1039/d1cp04885f,CASPT2 molecular geometries of Fe( <scp>ii</scp> ) spin-crossover complexes,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4220768503,10.12688/openreseurope.14073.2,"Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Ba",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4223510623,10.1021/acs.jpca.2c02480,Reference Energies for Cyclobutadiene: Automerization and Excited States,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4225420887,10.1039/d2cc00097k,A mesoionic carbene complex of manganese in five oxidation states,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4234730062,10.26434/chemrxiv.11472627.v1,Electronically Asynchronous Transition States for C-N Bond Formation by Electrophilic [Coᴵᴵᴵ(TAML)]-Nitrene Ra,extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4240227765,10.1002/ange.201903681,"Uranocenium: Synthesis, Structure, and Chemical Bonding",extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4280532200,10.1021/jacs.2c02818,Palladium Terminal Imido Complexes with Nitrene Character,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4280619364,10.1063/5.0090129,Difficulty of the evaluation of the barrier height of an open-shell transition state between closed shell mini,extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4283361857,10.1038/s41467-022-31288-2,Porphyrin as a versatile visible-light-activatable organic/metal hybrid photoremovable protecting group,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4285113275,10.1039/d2ra03004g,"The nature of metal–metal bonding in Re-, Ru- and Os-corrole dimers",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4287378460,10.1021/acs.jctc.2c00368,Regularized CASPT2: an Intruder-State-Free Approach,extracted,1,1,3,0,0,1,0,1,gpt-5.6,yes,no
B-basis-orbitals,W4293147412,10.1007/978-3-031-31038-6_5,Modeling Magnetic Properties of Actinide Complexes,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4295540268,10.1039/d2cp03643f,The spin magnetic order of Co <sub> <i>n</i> </sub> <sup>+</sup> ( <i>n</i> ≤ 5) clusters,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4296836638,10.1039/d2cp03051a,An <i>ab initio</i> study of the rovibronic spectrum of sulphur monoxide (SO): diabatic <i>vs.</i> adiabatic r,extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W4301371821,10.48550/arxiv.2110.14901,Ultrafast Internal Conversion Dynamics Through the on-the-fly Simulation of Transient Absorption Pump-Probe Sp,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4308437508,10.1021/jacsau.2c00490,Theoretical Exploration of Energy Transfer and Single Electron Transfer Mechanisms to Understand the Generatio,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4313453252,10.1021/acs.inorgchem.2c03716,"One Bridge, Three Bonds: A Frontier in Multiple Bonding in Heterobimetallic Complexes",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,yes
B-basis-orbitals,W4313488971,10.1021/acs.inorgchem.2c02903,Origin of Ferromagnetic Exchange Coupling in Donor–Acceptor Biradical Analogues of Charge-Separated Excited St,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4313886054,10.1002/cptc.202200214,Norbornadiene/Quadricyclane System in the Spotlight: The Role of Rydberg States and Dynamic Electronic Correla,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4316653938,10.1021/acs.cgd.2c01234,Binuclear Lanthanide Complexes Based on 4-Picoline-<i>N</i>-oxide: From Sensitized Luminescence to Single-Mole,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4319946487,10.1002/ejic.202200774,Static and Dynamic Magnetic Properties of a Co(II)‐Complex with N<sub>2</sub>O<sub>2</sub> Donor Set – A Theor,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4362506558,10.1021/acs.jpca.2c08158,Importance of Dispersion in the Molecular Geometries of Mn(III) Spin-Crossover Complexes,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4362598769,10.48550/arxiv.2304.00942,Multi-level Protocol for Mechanistic Reaction Studies Using Semi-local Fitted Potential Energy Surfaces,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4365152530,10.1016/j.mtchem.2023.101489,Theoretical approach to the one-step versus two-step spin transitions in Hofmann-like FeII SCO metal-organic f,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4379801764,10.3390/inorganics11060245,Chemical Bonding in the C2 Molecule,extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W4384663156,10.1038/s41467-023-39626-8,Actinide inverse trans influence versus cooperative pushing from below and multi-center bonding,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4385706718,10.20944/preprints202308.0664.v1,A Magnetic Ni-based Metal-Organic Framework with Interesting Transformation Dynamics,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4385750304,10.48550/arxiv.2308.04932,Exploring Ligand-to-Metal Charge-transfer States in the Photo-Ferrioxalate System using Excited-State Specific,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4386019501,10.1021/acs.inorgchem.3c01959,Effect of Magnetic Anisotropy on the <sup>1</sup>H NMR Paramagnetic Shifts and Relaxation Rates of Small Dyspr,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4386162152,10.3390/ijms241713224,Molecular Structure of Gaseous Oxopivalate Co(II): Electronic States of Various Multiplicities,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4387440665,10.1021/acs.inorgchem.3c02916,Theoretical Magnetic Relaxation and Spin–Phonon Coupling Study in a Series of Molecular Engineering Designed B,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4388831245,10.3390/molecules28227652,Halogen-Dependent Diversity and Weak Interactions in the Heterometallic Ni/Cd Complex Solids: Structural and T,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4389490184,10.1021/jacsau.3c00670,How <i>Axial</i> Coordination Regulates the Electronic Structure and C–H Amination Reactivity of Fe–Porphyrin–,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4389726490,10.1021/jacsau.3c00542,Unveiling Mechanistic Insights and Photocatalytic Advancements in Intramolecular Photo-(3 + 2)-Cycloaddition: ,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4390706623,10.1021/acs.inorgchem.3c03813,"Dinitrogen Activation Mediated by the (P<sub>2</sub>P<sup>Ph</sup>)Fe Complex: Electronic Structure, Dimerizat",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4390897913,10.48550/arxiv.2401.06673,A CASSCF/MRCI Trajectory Surface Hopping Simulation of the Photochemical Dynamics and the Gas Phase Ultrafast ,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4391034798,10.1002/cptc.202300327,Isomerization dynamics of a novel <i>cis/trans</i>‐only merocyanine,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4391138715,10.1021/acs.inorgchem.3c03236,Spectroscopic and Theoretical Investigation of High-Spin Square-Planar and Trigonal Fe(II) Complexes Supported,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4391844958,10.1021/acs.jpca.3c06512,Dissociation and Isomerization Following Ionization of Ethylene: Insights from Nonadiabatic Dynamics Simulatio,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4391940707,10.3929/ethz-b-000671971,A MASH simulation of the photoexcited dynamics of cyclobutanone,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4392596617,10.1063/5.0183568,Quantum tomography of molecules using ultrafast electron diffraction,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4393008544,10.1021/acs.jpca.3c06310,Quantum-Chemistry Study of the Photophysical Properties of 4-Thiouracil and Comparisons with 2-Thiouracil,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4393403874,10.1021/acs.jpcc.3c08112,"Alkoxy-Bridged Dicopper(II) Cores Meet Tetracyanonickelate Linkers: Structural, Magnetic, and Theoretical Inve",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4394815253,10.31857/s0044460x23100086,Phenalenyl-substituted stilbenes as the basis for spin switches: quantum-chemical modeling,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4394973821,10.31857/s0207401x23100035,Фрагментация молекул аденина при взаимодействии с ионами,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4395444134,10.48550/arxiv.2404.14512,Distinguishing homolytic versus heterolytic bond dissociation of phenyl sulfonium cations with localized activ,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4404570115,10.48550/arxiv.2411.10779,The Mechanism of Spin-Phonon Relaxation in Endohedral Metallofullene Single Molecule Magnets,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4405481751,10.31857/s0132344x24110014,Complexes of Hexacoordinated Ni(II) Based on Diacetyl &lt;i&gt;bis&lt;/i&gt;-hetarylhydrazones: Structures and,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4406309912,10.1039/d4cy00999a,A comprehensive mechanistic investigation of sustainable carbene N–H insertion catalyzed by engineered His-lig,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4406472336,10.3390/molecules30020338,Absorption Spectrum of Hydroperoxymethyl Thioformate: A Computational Chemistry Study,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4407945420,10.1002/jcc.70045,Infrared Spectrum and <scp>UV</scp>‐Triggered Transformations of Matrix‐Isolated <i>Meta</i>‐Fluorothiophenol ,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4408343890,10.3390/reactions6010021,CASPT2 Study of the Unimolecular Reactions of Nitromethane—A Look at the Roaming Reactions in the Decompositio,extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4409905234,10.1021/acs.jpca.4c08109,Singlet and Triplet Electronic States Involved in the Reactions CO<sub>2</sub> + O → CO<sub>3</sub> → CO + O<s,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4410510559,10.1021/acs.cgd.5c00037,Enhanced Easy Axis Magnetic Anisotropy in a Siloxane-Bridged Linear Co <sup>II</sup> <sub>3</sub> Single-Molec,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-5,yes,yes
B-basis-orbitals,W4410960321,10.3390/molecules30112435,"An Ab Initio Electronic Structure Investigation of the Ground and Excited States of ScH+, YH+, and LaH+",extracted,1,1,3,0,0,0,1,1,gpt-5.6,yes,no
B-basis-orbitals,W4411624867,10.3390/inorganics13070214,"A Unique Trinuclear, Triangular Ni(II) Complex Composed of Two tri-Anionic bis-Oxamates and Capping Nitroxyl R",extracted,1,1,3,0,0,0,1,1,claude-opus-5,yes,no
B-basis-orbitals,W4412515009,10.21203/rs.3.rs-7102700/v1,Adding Time-Domain 161Dy Mössbauer to the Mix: a Multitechnique Investigation of Magnetic Transitions in a {Co,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4413757703,10.1039/d5dt01381j,Computational insight into manganese( <scp>ii</scp> ) complexes comprising macrocyclic ligands for magnetic re,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4414921104,10.1021/acs.inorgchem.5c02908,"A Neutral Dy(II) Bis(amide): Synthesis, Magnetism, and a P<sub>4</sub><sup>2–</sup> Complex",extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,yes
B-basis-orbitals,W4416293277,10.1002/anie.202517979,Absolute Configuration Determination with Electronically Enhanced Vibrational Circular Dichroism,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4416326662,10.1021/acs.inorgchem.5c03729,A Combined Magnetic and Mössbauer Spectroscopic Study of High-Spin Half-Sandwich Fe(I) Complexes in Monomeric ,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,yes
B-basis-orbitals,W4416956324,10.1021/acs.jpclett.5c03196,Machine Learning Photodynamics Unveils a Controlled H <sub>2</sub> Loss Channel in the Methaniminium Cation,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W4417474203,10.48550/arxiv.2512.14630,Mapping the Optical Landscape of a Squaraine Molecule in the Visible and Ultraviolet Energy Range,extracted_partial,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
B-basis-orbitals,W7117361644,10.1021/acs.jctc.5c01276,Investigating the Effects of Electron Correlation and Methylation on the <i>S</i> <sub>1</sub> / <i>S</i> <sub,extracted,1,1,3,0,0,0,1,1,claude-opus-4-8,yes,no
