Title,Author,Year,Citation count,Open access,DOI
The Adsorption of Small Molecules on the Copper Paddle-Wheel: Influence of the Multi-Reference Ground State,Marjan Krstić|Karin Fink|Dmitry Sharapa,2022,6,Open Access,https://doi.org/10.3390/molecules27030912
"Molecular Vertical Excitation Energies Studied with First-Order RASSCF (RAS[1,1]): Balancing Covalent and Ionic Excited States",Thierry Tran|Javier Segarra‐Martí|Michael J. Bearpark|Michael A. Robb,2019,11,Open Access,https://doi.org/10.1021/acs.jpca.9b03715
Effect of Magnetic Anisotropy on the <sup>1</sup>H NMR Paramagnetic Shifts and Relaxation Rates of Small Dysprosium(III) Complexes,Charlene Harriswangler|Fátima Lucio‐Martínez|Léna Godec|Lohona K. Soro|Sandra Fernández‐Fariña|Laura Valencia|Aurora Rodríguez‐Rodríguez|David Esteban‐Gómez|Loı̈c J. Charbonnière|Carlos Platas‐Iglesias,2023,11,Open Access,https://doi.org/10.1021/acs.inorgchem.3c01959
Investigation into 9(S)-HPODE-derived allene oxide to cyclopentenone cyclization mechanism via diradical oxyallyl intermediates,Sebastien P. Hebert|Jin Kun|Alan Brash|H. Bernhard Schlegel,2016,11,Open Access,https://doi.org/10.1039/c6ob00204h
A theoretical contribution to the characterization of the low-lying electronic states of BeBr including spin–orbit effects,José Carlos Barreto de Lima|Fernando R. Ornellas,2013,9,Open Access,https://doi.org/10.1016/j.jms.2013.10.007
"A CAS study on S‐loss and O‐loss dissociation mechanisms of the SO<sub>2</sub><sup>+</sup> ion in the <i>C</i>, <i>D</i>, and <i>E</i> states",Qingyong Meng|Ming‐Bao Huang,2010,3,Open Access,https://doi.org/10.1002/jcc.21611
"Potential energy and dipole moment surfaces of the triplet states of the O2(X3Σg−) − O2(X3Σg−,a1Δg,b1Σg+) complex",Tijs Karman|Ad van der Avoird|Gerrit C. Groenenboom,2017,16,Open Access,https://doi.org/10.1063/1.4990661
<sup>237</sup>Np Mössbauer Isomer Shifts: A Lesson About the Balance of Static and Dynamic Electron Correlation in Heavy Element Complexes,Laura C. Motta|Jochen Autschbach,2022,4,Open Access,https://doi.org/10.1021/acs.jctc.2c00194
A Descriptor Is All You Need: Accurate Machine Learning of Nonadiabatic Coupling Vectors,Jakub Martinka|Lina Zhang|Yi-Fan Hou|Mikołaj Martyka|Jiřı́ Pittner|Mario Barbatti|Pavlo O. Dral,2025,9,Open Access,https://doi.org/10.1021/acs.jpclett.5c02810
Scalable correlated electronic structure theory,Mark S. Gordon|Klaus Ruedenberg|Michael Schmidt|Laimis Bytautas|Timothy J. Dudley|Takashi Nagata|Ryan M. Olson|Sergey A. Varganov,2006,6,Open Access,https://doi.org/10.1088/1742-6596/46/1/032
The Optical Spectrum of Au<sub>2</sub><sup>+</sup>,Marko Förstel|Kai Pollow|Karim Saroukh|Este Ainun Najib|Roland Mitrić|Otto Dopfer,2020,7,Open Access,https://doi.org/10.1002/ange.202011337
Bond Breaking and Bond Making in Tetraoxygen: Analysis of the O<sub>2</sub>(X<sup>3</sup>Σ<sub>g</sub><sup>−</sup>) + O<sub>2</sub>(X<sup>3</sup>Σ<sub>g</sub><sup>−</sup>) ⇆ O<sub>4</sub>Reaction Using the Electron Pair Localization Function,Anthony Scemama|Michel Caffarel|A. Ramı́rez-Solı́s,2009,10,Open Access,https://doi.org/10.1021/jp902028g
Impacts of hydroxylation on the photophysics of chalcones: insights into the relation between the chemical composition and the electronic structure,Dobromir A. Kalchevski|Vesselin Petrov|Alia Tadjer|Artur Nenov,2018,8,Open Access,https://doi.org/10.1039/c8cp00602d
"Electronic structure, spectroscopic properties, and bonding in a thermodynamically stable transition metal-containing diatomic dication: The case of ScS2+",João Gabriel Farias Romeu|Fernando R. Ornellas,2020,5,Open Access,https://doi.org/10.1016/j.cplett.2020.137706
Probing the Origin of Ferro-/Antiferromagnetic Exchange Interactions in Cu(II)–4f Complexes,Naushad Ahmed|Tanu Sharma|Lena Spillecke|Changhyun Koo|Kamal Uddin Ansari|Shalini Tripathi|Andréa Caneschi|R. Klingeler|Gopalan Rajaraman|Maheswaran Shanmugam,2022,25,Open Access,https://doi.org/10.1021/acs.inorgchem.2c00065
"Structure, Covalency, and Paramagnetism of Homoleptic Actinide and Lanthanide Amidinate Complexes",Boseok Hong|Adrian Näder|Till Erik Sawallisch|Tobias Bode|Sebastian Fichter|Robert Gericke|Peter Kaden|Michael Patzschke|Thorsten Stumpf|Moritz Schmidt|Juliane März,2024,12,Open Access,https://doi.org/10.1021/acs.inorgchem.4c01901
The low-lying electronic states of BeI: Accounting for spin–orbit effects on the energetic profile characterization and molecular properties,José Carlos Barreto de Lima|Tiago Vinicius Alves|Antonio G. S. de Oliveira‐Filho|Fernando R. Ornellas,2015,5,Open Access,https://doi.org/10.1016/j.cplett.2015.01.040
The radical SeCl: A theoretical contribution to the characterization of its low-lying electronic states,Willian Hermoso|Fernando R. Ornellas,2012,7,Open Access,https://doi.org/10.1016/j.chemphys.2012.01.009
Photochemistry of CH<sub>3</sub>Mn(CO)<sub>5</sub>: A multiconfigurational <i>ab initio</i> study,Leticia González|Chantal Daniel,2006,10,Open Access,https://doi.org/10.1002/jcc.20483
Curve Effect on Singlet Diradical Contribution in Kekulé-type Diradicals: A Sensitive Probe for Quinoidal Structure in Curved π-Conjugated Molecules,Misaki Matsumoto|Ivana Antol|Manabu Abe,2019,7,Open Access,https://doi.org/10.3390/molecules24010209
Density Matrix Renormalization Group Pair-Density Functional Theory (DMRG-PDFT): Singlet-Triplet Gaps in Polyacenes and Polyacetylenes,Prachi Sharma|Varinia Bernales|Stefan Knecht|Donald G. Truhlar|Laura Gagliardi,2018,6,Open Access,https://doi.org/10.3929/ethz-b-000325944
Ab initio characterization of the lowest-lying electronic states of the NaAs molecule,Ana Paula de Lima Batista|Antonio G. S. de Oliveira‐Filho|Fernando R. Ornellas,2015,4,Open Access,https://doi.org/10.1016/j.comptc.2015.04.020
Energy Levels in Pentacoordinate d5 to d9 Complexes,Ján Titiš|Cyril Rajnák|Roman Boča,2022,9,Open Access,https://doi.org/10.3390/inorganics10080116
Identification of Unknown Inverted Singlet-Triplet Cores by High--Throughput Virtual Screening,Ömer H. Omar|Xiaoyiu Xie|Alessandro Troisi|Daniele Padula,2023,5,Open Access,https://doi.org/10.26434/chemrxiv-2023-h7tsp-v3
The Puzzling Monopentamethylcyclopentadienyltitanium(III) Dichloride Reagent: Structure and Properties,María García‐Castro|Cristina García‐Iriepa|Estefanía del Horno|Avelino Martı́n|Miguel Mena|Adrián Pérez‐Redondo|Manuel Temprado|Carlos Yélamos,2019,12,Open Access,https://doi.org/10.1021/acs.inorgchem.9b00437
Quartet states in the N<sup>+</sup><sub>2</sub>radical cation,M. Hochlaf|Gilberte Chambaud|P. Rosmus,1998,5,Open Access,https://doi.org/10.1088/0953-4075/31/17/023
Multireference configuration interaction study of the predissociation of C2 via its <i>F</i>1<b>Π</b> <i>u</i> state,Zhongxing Xu|S. R. Federman|William M. Jackson|C. Y. Ng|Lee‐Ping Wang|Kyle N. Crabtree,2022,11,Open Access,https://doi.org/10.1063/5.0097451
Unveiling Mechanistic Insights and Photocatalytic Advancements in Intramolecular Photo-(3 + 2)-Cycloaddition: A Comparative Assessment of Two Paradigmatic Single-Electron-Transfer Models,Chu Wang|Xiao Liu|Qian Wang|Wei‐Hai Fang|Xuebo Chen,2023,6,Open Access,https://doi.org/10.1021/jacsau.3c00542
"<i>In situ</i> hydrolysis of a carbophosphazene ligand leads to one-dimensional lanthanide coordination polymers. Synthesis, structure and dynamic magnetic studies",Naushad Ahmed|Prem Prakash Sahu|Amit Chakraborty|Jessica Flores González|J. Ali|Pankaj Kalita|Fabrice Pointillart|Saurabh Kumar Singh|Vadapalli Chandrasekhar,2024,3,Open Access,https://doi.org/10.1039/d4dt00582a
Enhancing Diradical Character of Chichibabin's Hydrocarbon through Fluoride Substitution,Gargi Kundu|Soumya Ranjan Dash|Ravi Kumar|Kumar Vanka|Aryya Ghosh|Sakya S. Sen,2023,7,Open Access,https://doi.org/10.1002/cplu.202300273
"All‐electron relativistic computations on the low‐lying electronic states, bond length, and vibrational frequency of CeF diatomic molecule with spin–orbit coupling effects",Yusuke Kondo|Masato Kobayashi|Tomoko Akama|Takeshi Noro|Tetsuya Taketsugu,2018,3,Open Access,https://doi.org/10.1002/jcc.25171
Theoretical Insights into the Ultrafast Deactivation Mechanism and Photostability of a Natural Sunscreen System: Mycosporine Glycine,Reza Omidyan|Leila Shahrokh|Abigail L. Whittock|Vasilios G. Stavros,2023,9,Open Access,https://doi.org/10.1021/acs.jpca.3c02360
Theoretical electronic studies of aluminum monobromide and aluminum monoiodide,Yaman Hamade|F. Taher|Y. Monteil,2009,4,Open Access,https://doi.org/10.1002/qua.22145
Theoretical Study with Rovibrational and Dipole Moment Calculation of the SiO Molecule,Khalil Badreddine|Nayla El‐Kork|Mahmoud Korek,2013,5,Open Access,https://doi.org/10.4236/jmp.2013.41014
Full spectroscopic model and trihybrid experimental-perturbative-variational line list for ZrO,Armando N. Perri|F. Taher|L. K. McKemmish,2023,15,Open Access,https://doi.org/10.1093/mnras/stad2103
"Electronic states and spectroscopic parameters of selenium monoiodide, SeI: A theoretical contribution",Antonio Ricardo Belinassi|Tiago Vinicius Alves|Fernando R. Ornellas,2017,4,Open Access,https://doi.org/10.1016/j.cplett.2017.01.013
Dissociation and Isomerization Following Ionization of Ethylene: Insights from Nonadiabatic Dynamics Simulations,Lina Fransén|Thierry Tran|Saikat Nandi|Morgane Vacher,2024,8,Open Access,https://doi.org/10.1021/acs.jpca.3c06512
Modelling Photoionisations in Tautomeric DNA Nucleobase Derivatives 7H-Adenine and 7H-Guanine: Ultrafast Decay and Photostability,Javier Segarra‐Martí|Sara M. Nouri|Michael J. Bearpark,2021,6,Open Access,https://doi.org/10.3390/photochem1020018
"Synthesis, photophysical evaluation, and computational study of 2-methoxy- and 2-morpholino pyridine compounds as highly emissive fluorophores in solution and the solid state",Masayori Hagimori|Yasuhisa Nishimura|Naoko Mizuyama|Yasuhiro Shigemitsu,2019,11,Open Access,https://doi.org/10.1016/j.dyepig.2019.107705
Theoretical Characterization of C<sub>3</sub>H and C<sub>5</sub>H and Their Anions,S. C. Bennedjai|D. Hammoutène|M. L. Senent,2019,10,Open Access,https://doi.org/10.3847/1538-4357/aafa76
Rebound or Cage Escape? The Role of the Rebound Barrier for the Reactivity of Non‐Heme High‐Valent Fe<sup>IV</sup>=O Species,Ravi Kumar|Azaj Ansari|Peter Comba|Gopalan Rajaraman,2023,9,Open Access,https://doi.org/10.1002/chem.202303300
Hepta-coordinated Ni( <scp>ii</scp> ) assemblies – structure and magnetic studies,Mateusz Reczyński|Mitsuru Akaki|Takamitsu Fukuda|Yuya Sawada|Kengo Nishii|Masayuki Hagiwara|Wojciech Nitek|Barbara Sieklucka|Beata Nowicka,2021,7,Open Access,https://doi.org/10.1039/d1dt00479d
Phosphonium‐substituted Diphosphaindenylide (PPI): Exploration of Biradical Character and Ligand Properties,Peter Coburger|David Zuber|Clara Schweinzer|Moritz Theodor Scharnhölz,2023,4,Open Access,https://doi.org/10.1002/chem.202302970
Dysprosium‐Radical Based Single‐Molecule Magnet Containing a Seven Coordinate Dy(III) Ion: A System for <i>ab initio</i> Study,Saroj Kumar Kushvaha|Prathap Ravichandran|Dan Chen|Liviu Ungur|Nithin Suryadevara|Mario Ruben|Kartik Chandra Mondal,2024,4,Open Access,https://doi.org/10.1002/ejic.202300598
Electronic structures of one-dimension carbon nano wires and rings,Hongbin Ding|John P. Maier,2007,6,Open Access,https://doi.org/10.1088/1742-6596/61/1/051
Tetrairon( <scp>ii</scp> ) extended metal atom chains as single-molecule magnets,Alessio Nicolini|M. Affronte|Daniel J. SantaLucia|Marco Borsari|Benjamin Cahier|Matteo Caleffi|Antonio Ranieri|John F. Berry|Andrea Cornia,2021,14,Open Access,https://doi.org/10.1039/d1dt01007g
Computational insight into manganese( <scp>ii</scp> ) complexes comprising macrocyclic ligands for magnetic resonance imaging,Radovan Herchel|Marie Pražáková|Bohuslav Drahoš,2025,2,Open Access,https://doi.org/10.1039/d5dt01381j
Comparative Study of the Gas-phase Cyclodimer Formations of Uracil and 6-azauracil in Excited State and through Conical Intersections S0/S1,Pavlina Kancheva|Vassil Borissov Delchev,2018,4,Open Access,https://doi.org/10.17344/acsi.2017.4040
High Magnetic Anisotropy of a Square-Planar Iron-Carbene Complex,Brett M. Hakey|Dylan C. Leary|Jin Xiong|Caleb F. Harris|Jonathan M. Darmon|Jeffrey L. Petersen|John F. Berry|Yisong Guo|Carsten Milsmann,2021,16,Open Access,https://doi.org/10.1021/acs.inorgchem.1c01860
"Linear, Electron-Rich Erbium Single-Molecule Magnet with Dibenzocyclooctatetraene Ligands",Ernesto Castellanos|Florian Benner|Selvan Demir,2024,14,Open Access,https://doi.org/10.1021/acs.inorgchem.4c00731
The low-lying electronic states of BeAs: a first principles characterization,Tiago Vinicius Alves|Willian Hermoso|Fernando R. Ornellas,2010,6,Open Access,https://doi.org/10.1007/s00214-010-0726-6
The photophysics of protonated cytidine and hemiprotonated cytidine base pair: A computational study,Lara Martínez‐Fernández|Roberto Improta,2023,7,Open Access,https://doi.org/10.1111/php.13832
Theoretical Prediction of Core-Level Binding Energies: Analysis of Unexpected Errors,Carmen Sousa|Paul S. Bagus|Francesc Illas,2024,4,Open Access,https://doi.org/10.1021/acs.jpca.3c07567
"Active space and basis set effects in <scp>CASPT</scp>2 models of the 1,3‐butadiene‐ethene cycloaddition and the 1,3‐butadiene dimerization",David L. A. Scarborough|Rika Kobayashi|Christopher D. Thompson|Ekaterina I. Izgorodina,2015,6,Open Access,https://doi.org/10.1002/qua.24933
Photophysics of Emissive <sup>tz</sup>C[Isothiazolo‐Cytidine] and <sup>tz</sup>U[Isothiazolo‐Uridine] Pyrimidine Analogues,Danillo Valverde|Adalberto Vasconcelos Sanches de Araújo|Sylvio Canuto|Antonio Carlos Borin,2019,6,Open Access,https://doi.org/10.1002/cptc.201900072
Theoretical study on electronic structures of oxygenated dipoles and mechanisms of ozonolysis reactions,Yasunori Yoshioka|D. Yamaki|Shigehiro Kubo|Masamichi Nishino|Kizashi Yamaguchi|K. MIZUNO|Isao Saito,1997,4,Open Access,https://doi.org/10.1002/ejtc.52
Heteroatomic Doping Induces High‐Low Spin Isomers in Atomically Precise Au Nanoclusters,Jing Yang|Jixiang Zhou|Xueke Yu|Wei Pei|Si Zhou|Jijun Zhao,2025,6,Open Access,https://doi.org/10.1002/adfm.202507144
<scp>MRSF</scp> ‐ <scp>TDDFT</scp> : A new tool in quantum chemistry for better understanding molecules and materials,Woojin Park|Seunghoon Lee|Konstantin Komarov|Vladimir Mironov|Hiroya Nakata|Tao Zeng|Miquel Huix‐Rotllant|Cheol Ho Choi,2025,10,Open Access,https://doi.org/10.1002/bkcs.70011
Photocatalyst‐Free Visible Light‐Induced C(sp<sup>2</sup>)−H Arylation of Quinoxalin‐2(1<i>H</i>)‐ones and Coumarins,Dingzhe Yu|Wenjing Yang|Shuicai Chen|Cong‐Ying Zhou|Zhen Guo,2024,6,Open Access,https://doi.org/10.1002/chem.202401371
Electrically tuned hyperfine spectrum in neutral Tb( <scp>ii</scp> )(Cp <sup>iPr5</sup> ) <sub>2</sub> single-molecule magnet,Robert L. Smith|Aleksander L. Wysocki|Kyungwha Park,2020,12,Open Access,https://doi.org/10.1039/d0cp04056h
Potential Energy Surfaces for the Reaction Al + O<sub>2</sub>→ AlO + O,Vincent Ledentu,2004,5,Open Access,https://doi.org/10.5012/bkcs.2004.25.11.1645
A Heterogeneous CPU + GPU Algorithm for Variational Two-Electron Reduced-Density Matrix Driven Complete Active Space Self-Consistent Field Theory,J. Wayne Mullinax|Elvis Maradzike|Lauren N. Koulias|Mohammad Mostafanejad|Evgeny Epifanovsky|Gergely Gidofalvi|A. Eugene DePrince,2019,2,Open Access,https://doi.org/10.26434/chemrxiv.9108527
Configuration-averaged open shell ab initio method for crystal field levels and magnetic properties of lanthanide(III) complexes,Willem Van den Heuvel|Simone Calvello|Alessandro Soncini,2015,1,Open Access,
"The electronic states of strontium sulfide SrS: A global perspective and transition moments, radiative transition probabilities, and radiative lifetimes for selected transitions",Matheus Morato F. de Moraes|Fernando R. Ornellas,2020,4,Open Access,https://doi.org/10.1016/j.jqsrt.2020.107233
Vacancy‐Induced Deformation in a CoFe Prussian Blue Analogue – A Theoretical Investigation,Tim Krah|Nicolas Suaud|Alexandre Zanchet|Vincent Robert|Nadia Ben Amor,2012,6,Open Access,https://doi.org/10.1002/ejic.201200857
Accurate <i>ab initio</i> potential energy surfaces for the 3<i>A</i>′′ and 3<i>A</i>′ electronic states of the O(3<i>P</i>)+HBr system,Antonio G. S. de Oliveira‐Filho|Fernando R. Ornellas|Kirk A. Peterson,2012,8,Open Access,https://doi.org/10.1063/1.4705428
"Electronic structure of mixed caesium actinide oxides Cs2AnO4 (An = U, Np, Pu, Am)",Attila Kovács,2017,3,Open Access,https://doi.org/10.1016/j.cplett.2017.12.030
Structural and spectroscopic properties of the diazocarbene radical (CNN) and its ions CNN<sup>+</sup>and CNN<sup>−</sup>: a high-level theoretical investigation,Tiago Vinicius Alves|Yuri Alexandre Aoto|Fernando R. Ornellas,2010,3,Open Access,https://doi.org/10.1080/00268976.2010.503666
How electrons still guard the space: Electron number distribution functions based on QTAIM∩ELF intersections,Daniel Barrena-Espés|Julen Munárriz|Ángel Martín Pendás,2024,7,Open Access,https://doi.org/10.1063/5.0199318
A Combined Experimental and Computational Study on the Broadening Mechanism of the Luminescence in Narrow-Band Eu<sup>2+</sup>-Doped Phosphors,Rami Shafei|Philipp Strobel|Peter J. Schmidt|Dimitrios Maganas|Wolfgang Schnick|Frank Neese,2025,8,Open Access,https://doi.org/10.1021/acs.jpcc.4c06912
Large-Scale Benchmarking of Multireference Vertical-Excitation Calculations via Automated Active-Space Selection,Daniel S. King|Matthew R. Hermes|Donald G. Truhlar|Laura Gagliardi,2022,2,Open Access,https://doi.org/10.5281/zenodo.6644169
Perspective on Many-Body Methods for Molecular Polaritonic Systems,Nicholas P. Bauman|Leonardo A. Cunha|A. Eugene DePrince|Johannes Flick|Jonathan J. Foley|Niranjan Govind|Gerrit Groenhof|Norah M. Hoffmann|Karol Kowalski|Xiaosong Li|Marcus D. Liebenthal|Neepa T. Maitra|Ruby Manderna|Mikuláš Matoušek|Ilia M. Mazin|Daniel Mejı́a-Rodrı́guez|Ajay Panyala|Bo Peng|Benjamin G. Peyton|Libor Veis|Nam Vu|Jared D. Weidman|Angela K. Wilson|Rhiannon A. Zarotiadis|Yu Zhang,2025,5,Open Access,https://doi.org/10.1021/acs.jctc.5c00801
Can NO2+ exist in bent or cyclic forms?,Anna K. Füzéry|Rudolf Burcl|László Torday|Pál Császár|Ödön Farkas|András Perczel|Miguel Zamora|Julius Gy. Papp|Botond Penke|Piotr Piecuch|Imre G. Csizmadia,2001,4,Open Access,https://doi.org/10.1016/s0009-2614(00)01447-0
Understanding the Mechanism of Magnetic Relaxation in Pentanuclear {Mn<sup>IV</sup>Mn<sup>III</sup><sub>2</sub>Ln<sup>III</sup><sub>2</sub>} Single-Molecule Magnets,Kuduva R. Vignesh|Stuart K. Langley|Boujemaa Moubaraki|Keith S. Murray|Gopalan Rajaraman,2018,27,Open Access,https://doi.org/10.1021/acs.inorgchem.7b02608
Quantum-Chemistry Study of the Photophysical Properties of 4-Thiouracil and Comparisons with 2-Thiouracil,Miriam Navarrete‐Miguel|Angelo Giussani|Mercedes Rubio|Martial Boggio‐Pasqua|Antonio Carlos Borin|Daniel Roca‐Sanjuán,2024,6,Open Access,https://doi.org/10.1021/acs.jpca.3c06310
Insights on the site-selective fragmentation of CF2Cl2 and CH2Cl2 at the chlorine K-edge from ab initio calculations,Bruno Nunes Cabral Tenorio|Ricardo R. Oliveira|Sonia Coriani,2021,4,Open Access,https://doi.org/10.1016/j.chemphys.2021.111226
Multireference Wavefunction-Based Investigation of the Ground and Excited States of LrF and LrO,Sasha C. North|Nuno M. S. Almeida|Timothé R. L. Melin|Angela K. Wilson,2023,8,Open Access,https://doi.org/10.1021/acs.jpca.2c06968
Quantum-mechanical transport properties of <b>N</b><sup>+</sup> (<sup>3</sup><i>P</i>) and <b>N</b><sup>+</sup> (<sup>1</sup><i>D</i>) ions in a neutral gas made of helium,Sharon G. Lias|Lamia Aïssaoui|M. Bouledroua|Kamel Alioua,2019,6,Open Access,https://doi.org/10.1080/00268976.2019.1657601
Toward a Stochastic Complete Active Space Second-Order Perturbation Theory,Arta Anushirwan Safari|Robert J. Anderson|Giovanni Li Manni,2023,4,Open Access,https://doi.org/10.1021/acs.jpca.3c05109
Spectroscopic and Computational Investigation of Low‐Spin MnIII Bis(scorpionate) Complexes,Hannah E. Colmer|Charles G. Margarit|Jeremy M. Smith|Timothy A. Jackson|Joshua Telser,2015,17,Open Access,https://doi.org/10.1002/ejic.201501250
MoBioTools: A Toolkit to Setup QM/MMCalculations,Gustavo Cárdenas|Jesús Lucia‐Tamudo|Henar Mateo‐delaFuente|Vito F. Palmisano|Nuria Anguita‐Ortiz|Lorena Ruano|Álvaro Pérez‐Barcia|Sergio Díaz‐Tendero|Marcos Mandado|Juan J. Nogueira,2022,5,Open Access,https://doi.org/10.26434/chemrxiv-2022-cncp2
"A Theoretical Study on the Photochemical Isomerization of 2,6-Dimethylpyrazine",Maurizio D’Auria,2022,4,Open Access,https://doi.org/10.3390/org3020007
<i>Ab initio</i> study of reactive collisions between Rb(2<i>S</i>) or Rb(2<i>P</i>) and OH−(1Σ+),Milaim Kas|Jérôme Loreau|Jacques Liévin|Nathalie Vaeck,2016,7,Open Access,https://doi.org/10.1063/1.4950784
Theoretical approach to the one-step versus two-step spin transitions in Hofmann-like FeII SCO metal-organic frameworks,David Arias‐Olivares|Rocío Sánchez‐de‐Armas|Carmen J. Calzado,2023,5,Open Access,https://doi.org/10.1016/j.mtchem.2023.101489
Accurate Calculation of Excited-State Absorption for Small-to-Medium-Sized Conjugated Oligomers: Multiconfigurational Treatment vs Quadratic Response TD-DFT,Juan Carlos Roldao|Eliezer Fernando Oliveira|Begoña Milián‐Medina|Johannes Gierschner|Daniel Roca‐Sanjuán,2022,9,Open Access,https://doi.org/10.1021/acs.jctc.2c00302
"The d-d transitions and ligand field parameters for Cr3+/Co2+ doped (Mg, Zn)Al2O4: Multi-reference Ab initio investigations",E-L. Andreici Etimie|N.M. Avram|M.G. Brik,2022,7,Open Access,https://doi.org/10.1016/j.omx.2022.100188
Electronic Structure and Spectroscopic Studies of the Molecule ScS,Rawad Halabi|Mahmoud Korek,2015,4,Open Access,https://doi.org/10.4236/jmp.2015.65059
Structure and bonding patterns in heterometallic organometallics with linear Ln–Pd–Ln motifs,Valeriu Cemortan|Thomas Simler|Jules Moutet|Arnaud Jaoul|Carine Clavaguéra|Grégory Nocton,2023,2,Open Access,https://doi.org/10.1039/d2sc06933d
"Synthesis and Structures of Tris(cyclononatetraenyl) Rare-Earth Complexes [Ln(C<sub>9</sub>H<sub>9</sub>)<sub>3</sub>] (Ln = Y, Gd, Tb, Dy, Ho, Er, Tm)",Oleh Stetsiuk|Léo La Droitte|Violaine Goudy|Boris Le Guennic|Olivier Cador|Grégory Nocton,2022,6,Open Access,https://doi.org/10.1021/acs.organomet.1c00590
Janus Pyrrolopyrrole Aza‐dipyrrin: Hydrogen‐Bonded Assemblies and Slow Magnetic Relaxation of the Cobalt(II) Complex in the Solid State,Toshiharu Ishizaki|Hideaki Karasaki|Yuto Kage|Misaki Kamioka|Yitong Wang|Shigeki Mori|Naoto Ishikawa|Takamitsu Fukuda|Hiroyuki Furuta|Soji Shimizu,2021,6,Open Access,https://doi.org/10.1002/chem.202101755
Configuration interaction study on electronic structures and transitional properties of excited states of GeO molecule,Xiaojun Liu|Miao Feng-Juan|Rui Li|Cun‐Hua Zhang|Qinan Li|Bing Yan,2015,5,Open Access,https://doi.org/10.7498/aps.64.123101
"Field-induced SIM behaviour of a Co( <scp>ii</scp> ) complex with a 1,1′-diacetylferrocene-derived ligand",Yu. P. Tupolova|И. Н. Щербаков|Л. Д. Попов|Р. Б. Моргунов|Денис В. Корчагин|Vladimir E. Lebedev|Andrew Palii|С. М. Алдошин,2020,3,Open Access,https://doi.org/10.1039/d0dt02747b
Theoretical electronic structure of the molecule SrCl for the feasibility of laser cooling,Boushra El Rafei|Ghassan Younes|Mahmoud Korek,2017,3,Open Access,https://doi.org/10.1088/1742-6596/869/1/012001
WFOT: A Wave Function Overlap Tool between Single- and Multi-Reference Electronic Structure Methods for Spectroscopy Simulation,Alessandro Loreti|Victor M. Freixas|Davide Avagliano|Francesco Segatta|Huajing Song|Sergei Tretiak|Shaul Mukamel|Marco Garavelli|Niranjan Govind|Artur Nenov,2024,5,Open Access,https://doi.org/10.1021/acs.jctc.4c00310
Computational Investigation of the Chemical Bond between An(III) Ions and Soft-Donor Ligands,Sabyasachi Roy Chowdhury|Naomi Rehberg|Bess Vlaisavljevich,2025,3,Open Access,https://doi.org/10.1021/acs.inorgchem.4c03924
"Electronic states, spectroscopic parameters, transition probabilities, and radiative lifetimes of the scandium monosulfide cation, ScS+: A theoretical contribution",João Gabriel Farias Romeu|Fernando R. Ornellas,2019,5,Open Access,https://doi.org/10.1016/j.comptc.2019.04.016
Sensitivity Analysis in Photodynamics: How Does the Electronic Structure Control <i>cis</i>-Stilbene Photodynamics?,Tomáš Jíra|Jiří Janoš|Petr Slavı́ček,2024,8,Open Access,https://doi.org/10.1021/acs.jctc.4c01008
Single site double core level ionisation of OCS,L. Hedin|Motomichi Tashiro|P. Linusson|J. H. D. Eland|Masahiro Ehara|K. Ueda|Vitali Zhaunerchyk|Leif Karlsson|R. Feifel,2014,8,Open Access,https://doi.org/10.1016/j.chemphys.2014.05.012
Multistate electronic quenching: Nonadiabatic pathways in NO A 2Σ+ + O2X 3Σg− scattering,Clément Soulié|Martin J. Paterson,2022,7,Open Access,https://doi.org/10.1063/5.0112556
Rare earth stibolyl and bismolyl sandwich complexes,Noah Schwarz|Florian Bruder|Valentin Bayer|Eufemio Moreno Pineda|Sebastian Gillhuber|Xiaofei Sun|Joris van Slageren|Florian Weigend|Peter W. Roesky,2025,7,Open Access,https://doi.org/10.1038/s41467-024-55474-6
New Insights into the State Trapping of UV-Excited Thymine,Ljiljana Stojanović|Shuming Bai|Jayashree Nagesh|Artur F. Izmaylov|Rachel Crespo‐Otero|Hans Lischka|Mario Barbatti,2016,3,Open Access,https://doi.org/10.20944/preprints201611.0077.v1
Achieving Ambient Stability and Suppressing Spin-Phonon Coupling in Dyprosocenium SIMs via MOF Encapsulation,Gopalan Rajaraman|Reshma Jose|Garima Bangar|Rajanikanta Rana,2024,2,Open Access,https://doi.org/10.26434/chemrxiv-2024-n74xl
Mononuclear Heptacoordinated 3d-Metal Helicates as a New Family of Single Ion Magnets,Yu. P. Tupolova|Денис В. Корчагин|Anastasya S. Andreeva|Valery V. Tkachev|G.V. Shilov|Vladimir A. Lazarenko|Л. Д. Попов|Konstantin A. Babeshkin|Nikolay N. Efimov|Р. Б. Моргунов|Andrei V. Palii|S. P. Kubrin|И. Н. Щербаков|С. М. Алдошин,2022,8,Open Access,https://doi.org/10.3390/magnetochemistry8110153
Spectroscopic Parameter and Molecular Constant Investigations on Low-Lying States of BeF Radical,Zun Lue Zhu|Qing Song|Su Hua Kou|Jian Hua Lang|J. F. Sun,2012,6,Open Access,https://doi.org/10.3390/ijms13022501
